,Name,Platform,Max_Players,Genre,Publisher,Review_Score,US_Sales,Used_Price,Age_Rating,Length.All.PlayStyles.Average,Length.All.PlayStyles.Leisure,Length.All.PlayStyles.Median,Length.All.PlayStyles.Polled,Length.All.PlayStyles.Rushed,US.Sales..millions.,Year,Sequel,Re.release,Lifecycle,LifecycleSq,Online,Licensed,Handheld,Multiplatform,PersistentUniverse,Pinball,PostApocalyptic,Puzzle,RealTime,RhythmAction,SciFi,TurnBased,VideoBackdrop,VisualNovel,Ecology,Language,Geography,Graphics,Health,History,Maths,Music,PreSchool,Reading,Religion,Science,Sociology,Typing,AmericanFootball,Basketball,Baseball,Boxing,Bowling,Cricket,Fishing,Cycling,Golf,Hockey,Horse,Hunting,Motorcycle,OffRoad,Olympiad,Paintball,PingPong,Pool,Rugby,Sailing,Skateboarding,Snowboarding,Soccer,Surfing,Tennis,Tricks,Volleyball,Wakeboarding,Wrestling,FirstPerson,Platform.1,Isometric,SideScrolling,TopDown,ThirdPerson,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
246,Gears of War,X360,2,Shooter,Microsoft Game Studios,94,3.7,19.95,M,10.83333333,105.0666667,9.433333333,310,7.066666667,3.7,2006,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.54,1.88,0.07,0.6,6.09,94,88,8.3,2295,Epic Games
247,Genji: Days of the Blade,PS3,1,Action,Sony Computer Entertainment,55,0.17,14.95,T,13.33333333,18.06666667,12,10,10.83333333,0.17,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18,0.37,0.06,0.14,0.75,55,46,5.8,30,Game Republic
248,Geometry Wars: Galaxies,DS,1,Shooter,Vivendi Games,79,0.12,14.95,E,18.5,22.75,18.5,2,14.25,0.12,2007,0,1,3,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.13,0,0,0.01,0.14,79,36,7.9,26,Kuju Entertainment
249,Geometry Wars: Galaxies,Wii,2,Shooter,Vivendi Games,80,0.11,16.95,E,18.5,22.75,18.5,2,14.25,0.11,2007,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11,0,0,0.01,0.12,80,55,8.2,26,Kuju Entertainment
250,Ghost Rider,PSP,4,Action,Take-Two Interactive,49,0.23,16.95,T,4.633333333,5.116666667,4.816666667,3,4.166666667,0.23,2007,0,0,3,9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22,0,0,0.02,0.24,49,17,5.7,13,Climax Group
251,Gitaroo Man Lives!,PSP,1,Misc,Tecmo Koei,80,0.04,22.95,E,2.433333333,3.566666667,1.883333333,7,1.65,0.04,2006,1,0,2,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0,0,0,0.04,NA,NA,NA,NA,
252,God of War: Chains of Olympus,PSP,1,Action,Sony Computer Entertainment,91,1.54,17.95,M,6.033333333,14.91666667,5.666666667,332,4.25,1.54,2008,1,0,4,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.48,1,0.04,0.66,3.18,91,79,8.6,565,Ready at Dawn
253,GoldenEye: Rogue Agent,DS,1,Shooter,Electronic Arts,58,0.11,14.95,T,9.416666667,13.46666667,8.5,4,5.8,0.11,2005,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0.01,0.11,58,25,7.5,18,"EA Tiburon, n-Space"
254,Gradius Collection,PSP,1,Shooter,Konami Digital Entertainment,76,0.04,17.95,E,10.11666667,10.18333333,10.11666667,2,10.05,0.04,2006,0,1,2,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.04,0,0.02,0,0.06,76,44,8.5,4,M2
255,Grand Theft Auto IV,PS3,1,Action,Take-Two Interactive,98,3.91,24.95,M,38.88333333,152.7166667,32,824,21.71666667,3.91,2008,1,0,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.76,3.69,0.44,1.61,10.5,98,64,7.5,2833,Rockstar North
256,Grand Theft Auto IV,X360,1,Action,Take-Two Interactive,98,5.76,24.95,M,38.88333333,152.7166667,32,824,21.71666667,5.76,2008,1,0,3,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6.76,3.07,0.14,1.03,11.01,98,86,7.9,2951,Rockstar North
257,Grand Theft Auto: Liberty City Stories,PSP,1,Action,Take-Two Interactive,88,2.97,17.95,M,20.26666667,44.8,14.96666667,60,12.33333333,2.97,2005,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.9,2.81,0.24,1.73,7.69,88,65,7.6,451,Rockstar Leeds
258,Grand Theft Auto: Vice City Stories,PSP,1,Action,Take-Two Interactive,86,1.72,17.95,M,21.03333333,39.56666667,17.23333333,45,14.06666667,1.72,2006,1,0,2,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7,1.99,0.16,1.18,5.03,86,50,8,150,Rockstar Leeds
259,GRID,PS3,1,Racing,Codemasters,87,0.31,24.95,E,28.58333333,106.4166667,23.13333333,78,17.16666667,0.31,2008,0,0,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.31,0.56,0.03,0.2,1.1,87,39,8.1,109,Codemasters
260,GRID,X360,1,Racing,Codemasters,87,0.35,19.95,E,28.58333333,106.4166667,23.13333333,78,17.16666667,0.35,2008,0,0,3,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.33,0.44,0.01,0.09,0.87,87,62,7.9,131,Codemasters
261,Guitar Hero II,X360,2,Misc,Activision,92,2.04,17.95,T,13.41666667,28.21666667,9.5,53,6.566666667,2.04,2007,1,0,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.01,0.02,0,0.17,2.2,92,55,8.1,220,Harmonix Music Systems
262,Guitar Hero III: Legends of Rock,Wii,2,Misc,Activision,86,3.19,49.95,T,15.18333333,56,8.833333333,86,7.5,3.19,2007,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.04,1.11,0,0.43,4.6,86,36,8.4,87,Vicarious Visions
263,Guitar Hero III: Legends of Rock,X360,2,Misc,Activision,85,3.28,12.95,T,15.18333333,56,8.833333333,86,7.5,3.28,2007,1,0,2,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.19,0.91,0.01,0.42,4.53,85,69,7.9,165,Neversoft Entertainment
264,Guitar Hero: Aerosmith,PS3,2,Misc,Activision,70,0.65,14.95,T,11.3,46.06666667,5,27,5.566666667,0.65,2008,1,0,2,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.73,0.15,0,0.11,0.99,70,39,5,26,Neversoft Entertainment
265,Guitar Hero: Aerosmith,Wii,1,Misc,Activision,73,1.03,14.95,T,11.3,46.06666667,5,27,5.566666667,1.03,2008,1,0,2,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.03,0.14,0,0.1,1.27,73,16,7.2,19,Vicarious Visions
266,Guitar Hero: Aerosmith,X360,2,Misc,Activision,70,0.91,9.95,T,11.3,46.06666667,5,27,5.566666667,0.91,2008,1,0,3,9,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.13,0,0.1,1.23,70,59,6.7,48,Neversoft Entertainment
267,Guitar Hero: On Tour,DS,1,Misc,Activision,71,2.22,14.95,E10+,24,24,24,1,24,2.22,2008,1,0,4,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1,1.01,0.01,0.35,3.46,71,70,8.8,29,Vicarious Visions
268,Guitar Hero: World Tour,PS3,4,Misc,Activision,84,1.04,17.95,T,15.95,43.63333333,8.616666667,38,9.133333333,1.04,2008,1,0,2,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1,0.55,0,0.27,1.92,84,43,7.5,80,Neversoft Entertainment
269,Guitar Hero: World Tour,Wii,4,Misc,Activision,86,2.47,17.95,T,15.95,43.63333333,8.616666667,38,9.133333333,2.47,2008,1,0,2,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.32,0.96,0,0.34,3.62,86,18,7.6,71,Vicarious Visions
270,Guitar Hero: World Tour,X360,4,Misc,Activision,85,1.78,16.95,T,15.95,43.63333333,8.616666667,38,9.133333333,1.78,2008,1,0,3,9,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.78,0.63,0,0.25,2.66,85,67,6.3,171,Neversoft Entertainment
271,Halo 3,X360,4,Shooter,Microsoft Game Studios,94,8.03,24.95,M,10.35,34.85,9.083333333,333,6.733333333,8.03,2007,1,0,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.97,2.81,0.13,1.21,12.12,94,86,7.8,4100,"Bungie Software, Bungie"
272,Happy Feet,Wii,2,Action,Midway Games,46,0.13,14.95,E,0.666666667,0.666666667,0.666666667,1,0.666666667,0.13,2006,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12,0,0,0.01,0.14,46,11,6.7,16,Artificial Mind and Movement
273,Harry Potter and the Goblet of Fire,DS,1,Action,Electronic Arts,68,0.21,17.95,E,10.53333333,13.08333333,8.816666667,18,6.333333333,0.21,2005,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,0.01,0,0.02,0.23,68,15,6,6,Magic Pockets
274,Harry Potter and the Goblet of Fire,PSP,1,Action,Electronic Arts,70,0.19,17.95,E10+,10.53333333,13.08333333,8.816666667,18,6.333333333,0.19,2005,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17,0,0,0.02,0.19,70,13,7.4,16,Electronic Arts
275,Harry Potter and the Order of the Phoenix,DS,1,Action,Electronic Arts,51,0.29,17.95,E,12.38333333,15.65,12.25,25,8.816666667,0.29,2007,1,0,3,9,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.28,0.46,0,0.1,0.84,51,15,4.9,19,Visual Impact
276,Harry Potter and the Order of the Phoenix,PS3,1,Action,Electronic Arts,67,0.17,17.95,E10+,12.38333333,15.65,12.25,25,8.816666667,0.17,2007,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.18,0.03,0,0.03,0.24,67,35,6.6,25,EA Games
277,Harry Potter and the Order of the Phoenix,PSP,1,Action,Electronic Arts,52,0.1,16.95,E10+,12.38333333,15.65,12.25,25,8.816666667,0.1,2007,1,0,3,9,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.17,0,0.1,0.37,52,11,7.6,20,EA Games
278,Harry Potter and the Order of the Phoenix,Wii,1,Action,Electronic Arts,69,0.4,24.95,E10+,12.38333333,15.65,12.25,25,8.816666667,0.4,2007,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.38,0.05,0,0.04,0.46,69,34,7.2,28,EA Games
279,Harry Potter and the Order of the Phoenix,X360,1,Action,Electronic Arts,68,0.22,16.95,E10+,12.38333333,15.65,12.25,25,8.816666667,0.22,2007,1,0,2,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.24,0.03,0,0.02,0.29,68,38,6.8,20,EA Games
280,Harvest Moon: Magical Melody,Wii,4,Simulation,Rising Star Games,69,0.18,23.95,E,32.96666667,40.83333333,30.36666667,12,27.81666667,0.18,2008,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23,0.03,0,0.02,0.29,69,14,8.8,17,Marvelous Entertainment
281,Harvest Moon: Tree of Tranquility,Wii,1,Simulation,Rising Star Games,65,0.62,34.95,E,53.38333333,77.96666667,38.5,6,30.46666667,0.62,2008,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.67,0.03,0.06,0.05,0.82,65,18,8.2,28,Marvelous Entertainment
282,Harvey Birdman: Attorney at Law,PSP,1,Adventure,Capcom,62,0.05,14.95,T,4.133333333,5.566666667,4,11,3.616666667,0.05,2008,0,0,4,16,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.01,0.1,62,19,8,8,High Voltage Software
283,Harvey Birdman: Attorney at Law,Wii,1,Adventure,Capcom,60,0.06,14.95,T,4.133333333,5.566666667,4,11,3.616666667,0.06,2008,0,0,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.01,0.08,60,28,7.8,5,High Voltage Software
284,Haze,PS3,2,Shooter,Ubisoft,55,0.49,12.95,M,7.65,15.01666667,6.916666667,19,5.633333333,0.49,2008,0,0,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.49,0.33,0.02,0.15,0.99,55,65,6.5,294,Free Radical Design
285,Heatseeker,PSP,1,Action,Codemasters,49,0.04,12.95,T,9.75,9.75,9.75,1,9.75,0.04,2007,0,0,3,9,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.04,0,0,0,0.04,49,7,NA,NA,IR Gurus
286,Heatseeker,Wii,1,Action,Codemasters,62,0.09,17.95,T,9.75,9.75,9.75,1,9.75,0.09,2007,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.08,0,0,0.01,0.1,62,25,6.2,32,IR Gurus
287,Heavenly Sword,PS3,1,Action,Sony Computer Entertainment,79,0.57,24.95,T,7.133333333,11.03333333,7,101,6.016666667,0.57,2007,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.57,0.72,0.06,0.29,1.65,79,64,8.3,544,Ninja Theory
288,Heroes of Mana,DS,1,Strategy,Square Enix,66,0.06,24.95,E10+,27.01666667,32,27.01666667,2,22.01666667,0.06,2007,1,0,3,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07,0.01,0.05,0.01,0.14,66,32,NA,NA,Brownie Brown
289,Hitman: Blood Money,X360,1,Action,Eidos Interactive,82,0.29,22.95,M,14.06666667,29.76666667,13,187,8.266666667,0.29,2006,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.29,0.06,0.01,0.03,0.39,82,53,8.7,102,Io Interactive
290,Hot Pixel,PSP,1,Puzzle,Atari,55,0.03,8.95,T,0.716666667,0.85,0.716666667,2,0.583333333,0.03,2007,0,0,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.03,55,35,6.5,6,zSlide
291,Hotel Dusk: Room 215,DS,1,Adventure,Nintendo,78,0.22,14.95,T,15.6,24.81666667,15,85,12.45,0.22,2007,0,0,3,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.26,0.04,0.22,0.03,0.54,78,57,8.6,102,Cing
292,Hour of Victory,X360,1,Shooter,Midway Games,37,0.11,12.95,T,6.133333333,7.2,6.15,4,5.066666667,0.11,2007,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0.01,0,0.01,0.13,37,33,3,40,Nfusion
293,Ice Age 2: The Meltdown,Wii,1,Platform,Vivendi Games,66,0.07,17.95,E10+,9.25,11.93333333,8.5,4,6.933333333,0.07,2006,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0.01,0,0.01,0.08,66,9,7.8,5,Vivendi Games
294,Indianapolis 500 Legends,DS,1,Racing,Destineer,51,0.07,16.95,E,14.5,14.5,14.5,1,14.5,0.07,2007,0,0,3,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.08,0,0,0.01,0.09,51,8,NA,NA,Torus Games
295,Infected,PSP,1,Shooter,THQ,74,0.15,17.95,M,6.666666667,7,6.666666667,2,6.333333333,0.15,2005,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14,0,0,0.01,0.15,74,49,8.3,30,Planet Moon Studios
296,Infinite Undiscovery,X360,1,Role-Playing,Square Enix,68,0.27,17.95,T,34.83333333,90.2,26,49,20.7,0.27,2008,0,0,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.34,0.18,0.12,0.06,0.7,68,60,7,158,Tri-Ace
297,Innocent Life: A Futuristic Harvest Moon,PSP,1,Simulation,Rising Star Games,67,0.08,17.95,E,33.73333333,33.73333333,33.73333333,1,33.73333333,0.08,2006,1,0,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08,0.03,0.03,0.02,0.16,67,22,7.8,23,ArtePiazza
298,Insecticide,DS,1,Action,Gamecock,55,0.04,12.95,E10+,3.566666667,4.3,3.683333333,14,2.8,0.04,2008,0,0,4,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.06,0,0,0,0.06,55,23,7,5,Creat Studios
299,InuYasha: Secret of the Divine Jewel,DS,1,Role-Playing,Namco Bandai Games,46,0.09,24.95,E10+,9.566666667,9.566666667,9.566666667,1,9.566666667,0.09,2007,0,0,3,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09,0,0,0.01,0.09,46,13,7.6,17,Art
300,Iron Man,DS,1,Action,Sega,56,0.33,14.95,E10+,5.8,10.66666667,5,12,4.233333333,0.33,2008,0,0,4,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.35,0.12,0,0.05,0.51,56,10,7,4,Artificial Mind and Movement
