,X,img,title,console,genre,publisher,developer,vg_score,critic_score,user_score,total_shipped,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
2543,37453,/games/boxart/full_1895209AmericaFrontccc.jpg,The Lord of the Rings: The Third Age,GC,Role-Playing,Electronic Arts,EA Redwood Shores,NA,7.9,NA,NA,0.29,0.22,NA,0.06,0.01,11/2/2004,
2544,37456,/games/boxart/full_8836742AmericaFrontccc.jpg,The Legend of Legacy,3DS,Role-Playing,Atlus,Cattle Call,NA,6,NA,NA,0.29,0.14,0.11,0.02,0.02,10/13/2015,5/29/2018
2545,37459,/games/boxart/full_2034069AmericaFrontccc.jpg,"Sakura Wars: So Long, My Love",PS2,Role-Playing,NIS America,RED Entertainment,NA,8.8,NA,NA,0.29,0.07,0.15,0.05,0.02,3/30/2010,
2546,37461,/games/boxart/full_4283479AmericaFrontccc.jpg,Ever Oasis,3DS,Role-Playing,Nintendo,GREZZO,NA,8.1,NA,NA,0.29,0.13,0.05,0.08,0.02,6/23/2017,1/14/2018
2547,37465,/games/boxart/4676814ccc.jpg,Tales of Phantasia,GBA,Role-Playing,Nintendo,Wolfteam / Namco Tales Studio,NA,7,NA,NA,0.29,0.08,0.17,0.03,0.01,3/6/2006,
2548,37467,/games/boxart/2020464ccc.jpg,Shadow Hearts,PS2,Role-Playing,Midway Games,Sacnoth,NA,7,NA,NA,0.28,0.09,0.1,0.07,0.02,12/11/2001,
2549,37471,/games/boxart/8957094ccc.jpg,Final Fantasy VI Advance,GBA,Role-Playing,Nintendo,Square Enix,NA,9.1,NA,NA,0.28,NA,0.28,NA,0.01,2/5/2007,
2550,37474,/games/boxart/55090ccc.jpg,Wild ARMs 5,PS2,Role-Playing,Xseed Games,Media.Vision,NA,7.5,NA,NA,0.28,0.14,NA,0.11,0.04,8/28/2007,
2551,37479,/games/boxart/full_8342405AmericaFrontccc.jpg,Shin Megami Tensei: Strange Journey,DS,Role-Playing,Atlus,Atlus Co.,7.5,8,NA,NA,0.28,0.13,0.14,NA,0.01,3/23/2010,
2552,37480,/games/boxart/full_2488304AmericaFrontccc.jpg,Etrian Mystery Dungeon,3DS,Role-Playing,Atlus,Spike Chunsoft,NA,7.6,NA,NA,0.28,0.11,0.14,0.01,0.01,4/7/2015,7/26/2018
2553,37481,/games/boxart/full_4836660AmericaFrontccc.jpg,Mass Effect 3,WiiU,Role-Playing,Electronic Arts,BioWare,NA,9.2,NA,NA,0.28,0.14,NA,0.12,0.02,11/18/2012,1/9/2018
2554,37484,/games/boxart/full_1637033AmericaFrontccc.png,Etrian Odyssey V: Beyond the Myth,3DS,Role-Playing,Atlus,Atlus,NA,7.9,NA,NA,0.27,0.11,0.14,0.01,0.01,10/17/2017,1/15/2018
2555,37485,/games/boxart/2383527ccc.jpg,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,Role-Playing,Namco,tri-Crescendo / Monolith Soft,NA,8.2,NA,NA,0.27,0.21,NA,0.05,0.01,11/16/2004,
2556,37491,/games/boxart/full_7407004AmericaFrontccc.jpg,Dragon Age Origins: Awakening,PS3,Role-Playing,Electronic Arts,BioWare Corp.,NA,8.3,NA,NA,0.27,0.24,NA,NA,0.02,3/16/2010,
2557,37494,/games/boxart/7414256ccc.jpg,Alundra 2: A New Legend Begins,PS,Role-Playing,Activision,Matrix Software,NA,7.1,NA,NA,0.27,0.15,NA,0.1,0.02,2/29/2000,
2558,37497,/games/boxart/full_9085969AmericaFrontccc.jpg,Suikoden Tierkreis,DS,Role-Playing,Konami,Konami,8.1,7.7,NA,NA,0.27,0.09,0.15,0.02,0.01,3/17/2009,
2559,37498,/games/boxart/full_3944418AmericaFrontccc.jpg,The World Ends with You: Final Remix,NS,Role-Playing,Nintendo,Square Enix,NA,7.4,NA,NA,0.27,0.14,0.03,0.08,0.02,10/12/2018,3/30/2019
2560,37501,/games/boxart/full_8029433PALFrontccc.jpg,Tales of Eternia,PSP,Role-Playing,Ubisoft,Namco,NA,8,NA,NA,0.26,NA,0.25,0.01,0,2/10/2006,
2561,37502,/games/boxart/1327995ccc.jpg,Dungeons & Dragons: Eye of the Beholder,GBA,Role-Playing,Atari,Pronto Games,NA,4.8,NA,NA,0.26,0.19,NA,0.07,0,10/30/2002,
2562,37503,/games/boxart/full_245315AmericaFrontccc.jpg,Etrian Odyssey: Millennium Girl,3DS,Role-Playing,Atlus,Atlus,NA,8.1,NA,NA,0.26,0.1,0.14,0.01,0.01,10/1/2013,12/10/2018
2563,37504,/games/boxart/8459939ccc.jpg,Etrian Odyssey II: Heroes of Lagaard,DS,Role-Playing,Atlus,Atlus Co. / Lancarse,NA,8.4,NA,NA,0.26,0.09,0.16,NA,0.01,6/13/2008,
2564,37505,/games/boxart/full_6186256AmericaFrontccc.jpg,King's Field II,PS,Role-Playing,ASCII Entertainment,From Software,NA,7.3,NA,NA,0.26,0.08,0.11,0.06,0.02,10/31/1996,
2565,37506,/games/boxart/full_8717225AmericaFrontccc.jpg,Shin Megami Tensei: Devil Survivor,DS,Role-Playing,Atlus,Atlus Co.,NA,8.4,8.8,NA,0.26,0.13,0.12,NA,0.01,6/23/2009,
2566,37510,/games/boxart/full_9116862PALFrontccc.jpg,Stella Glow,3DS,Role-Playing,Atlus,imageepoch Inc.,NA,7.5,8,NA,0.26,0.17,0.06,0.01,0.02,11/17/2015,5/30/2018
2567,37511,/games/boxart/9734414ccc.jpg,Final Fantasy V Advance,GBA,Role-Playing,Nintendo,Square Enix,NA,8.2,NA,NA,0.26,NA,0.26,NA,0.01,11/6/2006,
2568,37526,/games/boxart/full_7908289AmericaFrontccc.jpg,Crusaders of Might and Magic,PS,Role-Playing,3DO,3DO,NA,6,NA,NA,0.25,0.14,NA,0.1,0.02,2/29/2000,
2569,37528,/games/boxart/full_5213143AmericaFrontccc.jpg,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,Role-Playing,Square Enix,Square Enix,6.2,6.9,NA,NA,0.25,0.13,0.05,0.06,0.02,3/24/2009,
2570,37530,/games/boxart/full_hunted-the-demons-forge_137AmericaFront.jpg,Hunted: The Demon's Forge,PS3,Role-Playing,Bethesda Softworks,InXile Entertainment,NA,6.1,NA,NA,0.25,0.12,0.02,0.09,0.03,5/31/2011,
2571,37537,/games/boxart/full_1218640AmericaFrontccc.jpg,Disgaea 2: Dark Hero Days,PSP,Role-Playing,NIS America,Nippon Ichi Software,8.8,8.1,NA,NA,0.25,0.1,0.12,0.01,0.02,9/8/2009,
2572,37538,/games/boxart/full_740834AmericaFrontccc.jpg,Hybrid Heaven,N64,Role-Playing,Konami,KCEO,NA,7,NA,NA,0.25,0.16,0.05,0.04,0,9/1/1999,
2573,37540,/games/boxart/314689ccc.jpg,The Elder Scrolls IV: Oblivion,PC,Role-Playing,Take-Two Interactive,Bethesda Softworks,NA,9.2,NA,NA,0.25,0.01,NA,0.21,0.04,7/7/2009,
2574,37543,/games/boxart/full_8937827AmericaFrontccc.jpg,Grandia,PS,Role-Playing,Sony Computer Entertainment,Game Arts,NA,8.4,9,NA,0.25,0.14,NA,0.09,0.02,9/30/1999,
2575,37546,/games/boxart/7716326ccc.jpg,Final Fantasy XI: Chains of Promathia,PS2,Role-Playing,Square Enix,Square Enix,NA,7.3,NA,NA,0.25,0.12,NA,0.09,0.03,9/21/2004,
2576,37547,/games/boxart/full_2820773AmericaFrontccc.jpg,X-Men Legends II: Rise of Apocalypse,GC,Role-Playing,Activision,Raven Software,NA,8.2,NA,NA,0.25,0.19,NA,0.05,0.01,9/20/2005,
2577,37553,/games/boxart/full_3250221AmericaFrontccc.jpg,7th Dragon III Code: VFD,3DS,Role-Playing,Sega,Sega,NA,7.5,NA,NA,0.24,0.06,0.13,0.04,0.01,7/12/2016,4/20/2018
2578,37558,/games/boxart/full_870491AmericaFrontccc.jpg,Lunar: Silver Star Harmony,PSP,Role-Playing,Xseed Games,Game Arts,7.6,7.9,NA,NA,0.24,0.19,0.03,NA,0.02,3/2/2010,
2579,37567,/games/boxart/8376920ccc.jpg,Harvest Moon: Another Wonderful Life,GC,Role-Playing,Natsume,Marvelous Interactive,NA,7.7,NA,NA,0.24,0.19,NA,0.05,0.01,7/26/2005,
2580,37569,/games/boxart/full_5102380AmericaFrontccc.jpg,Valhalla Knights,PSP,Role-Playing,Xseed Games,K2 LLC,NA,5.2,NA,NA,0.24,0.15,0.07,0,0.01,4/17/2007,
2581,37571,/games/boxart/full_7046563AmericaFrontccc.jpg,Luminous Arc,DS,Role-Playing,Atlus,imageepoch Inc.,NA,6.8,NA,NA,0.24,0.16,0.06,0,0.01,8/14/2007,
2582,37572,/games/boxart/full_4638062AmericaFrontccc.jpg,Avalon Code,DS,Role-Playing,Marvelous Interactive,Matrix Software,7.8,7.1,NA,NA,0.24,0.11,0.12,0,0.01,3/10/2009,
2583,37574,/games/boxart/full_6858848AmericaFrontccc.jpg,Shadow Hearts: Covenant,PS2,Role-Playing,Midway Games,Nautilus,NA,8.1,NA,NA,0.24,0.12,NA,0.09,0.03,9/27/2004,
2584,37575,/games/boxart/full_ar-tonelico-qoga-knell-of-ar-ciel_198AmericaFront.jpg,Ar tonelico Qoga: Knell of Ar Ciel,PS3,Role-Playing,NIS America,Gust,NA,7,NA,NA,0.24,0.08,0.13,0.01,0.01,3/15/2011,
2585,37577,/games/boxart/12771ccc.jpg,Disgaea: Afternoon of Darkness,PSP,Role-Playing,NIS America,Nippon Ichi Software,NA,8.7,NA,NA,0.24,0.15,0.04,0.02,0.02,10/30/2007,
2586,37578,/games/boxart/full_3459209AmericaFrontccc.jpg,Divinity II: Ego Draconis,X360,Role-Playing,CDV Software Entertainment,Larian Studios,NA,6,NA,NA,0.24,0.18,NA,0.04,0.02,1/5/2010,
2587,37581,/games/boxart/full_3887318AmericaFrontccc.jpg,Sands of Destruction,DS,Role-Playing,Sega,imageepoch Inc.,NA,6.5,NA,NA,0.23,0.09,0.13,NA,0.01,1/12/2010,
2588,37583,/games/boxart/full_4037686AmericaFrontccc.jpg,Cross Edge,PS3,Role-Playing,NIS America,Compile Heart,3.8,5.4,NA,NA,0.23,0.14,0.05,0.02,0.02,5/26/2009,
2589,37592,/games/boxart/full_2057209AmericaFrontccc.jpg,Lunar Knights,DS,Role-Playing,Konami,Kojima Productions,NA,8.2,NA,NA,0.23,0.17,0.04,0.01,0.01,2/6/2007,
2590,37593,/games/boxart/full_ys-seven_7AmericaFront.jpg,Ys Seven,PSP,Role-Playing,Xseed Games,Nihon Falcom Corporation,NA,7.6,NA,NA,0.23,0.14,0.08,NA,0.02,8/17/2010,
2591,37595,/games/boxart/full_7275198AmericaFrontccc.jpg,Alundra,PS,Role-Playing,Working Designs,Matrix Software,NA,8.8,NA,NA,0.23,0.13,NA,0.09,0.01,12/31/1997,
2592,37596,/games/boxart/full_9374738AmericaFrontccc.jpg,.hack//G.U. Vol.2//Reminisce,PS2,Role-Playing,Namco Bandai,CyberConnect2,NA,6.2,NA,NA,0.23,0.11,NA,0.09,0.03,5/8/2007,
2593,37597,/games/boxart/full_244145AmericaFrontccc.jpg,Valhalla Knights 2,PSP,Role-Playing,Xseed Games,K2 LLC,NA,5,NA,NA,0.23,0.09,0.12,0,0.01,10/1/2008,
2594,37600,/games/boxart/full_9635827AmericaFrontccc.jpg,Risen 2: Dark Waters,PS3,Role-Playing,Deep Silver,Piranha Bytes,NA,5.5,NA,NA,0.23,0.04,0.01,0.14,0.03,7/31/2012,1/3/2018
2595,37603,/games/boxart/full_7551368AmericaFrontccc.jpg,Skies of Arcadia Legends,GC,Role-Playing,Sega,Overworks,NA,8.6,NA,NA,0.22,0.17,NA,0.04,0.01,1/27/2003,
2596,37604,/games/boxart/6865319ccc.jpg,Breath of Fire,GBA,Role-Playing,Capcom,Capcom,NA,7.8,NA,NA,0.22,0.11,0.06,0.04,0,12/13/2001,
2597,37605,/games/boxart/full_5099061AmericaFrontccc.png,Luminous Arc 2,DS,Role-Playing,Atlus,imageepoch Inc.,NA,7.5,NA,NA,0.22,0.2,NA,0,0.02,11/18/2008,
2598,37607,/games/boxart/full_2679855AmericaFrontccc.png,Dragon Quest Builders: Revive Alefgard,NS,Role-Playing,Square Enix,Square Enix,NA,8,NA,NA,0.22,0.07,0.07,0.07,0.01,2/9/2018,2/4/2018
2599,37611,/games/boxart/full_2493637AmericaFrontccc.jpg,Ragnarok DS,DS,Role-Playing,Xseed Games,GungHo Works,NA,7,NA,NA,0.22,0.1,0.11,NA,0.01,2/16/2010,
2600,37613,/games/boxart/full_6624077AmericaFrontccc.jpg,Magna Carta: Tears of Blood,PS2,Role-Playing,Atlus,SoftMax,NA,6.1,NA,NA,0.22,0.11,NA,0.08,0.03,11/16/2005,
2601,37614,/games/boxart/full_8115274AmericaFrontccc.jpg,Shin Megami Tensei: Persona,PSP,Role-Playing,Atlus,Atlus Co.,7.2,7.6,NA,NA,0.22,0.08,0.13,NA,0.01,9/22/2009,
2602,37618,/games/boxart/full_hunted-the-demons-forge_236AmericaFront.jpg,Hunted: The Demon's Forge,X360,Role-Playing,Bethesda Softworks,InXile Entertainment,NA,6,NA,NA,0.22,0.13,0,0.07,0.02,5/31/2011,
2603,37623,/games/boxart/full_2735873PALFrontccc.jpg,Heroes of Ruin,3DS,Role-Playing,Square Enix,n-Space,NA,6.6,NA,NA,0.21,0.13,NA,0.07,0.02,7/17/2012,
2604,37628,/games/boxart/full_7511702AmericaFrontccc.jpg,Radiant Historia: Perfect Chronology,3DS,Role-Playing,Atlus,Atlus,NA,8.1,NA,NA,0.21,0.11,0.06,0.03,0.01,2/13/2018,3/1/2018
2605,37632,/games/boxart/full_3906243AmericaFrontccc.jpg,Fallout 76,PC,Role-Playing,Bethesda Softworks,Bethesda Game Studios,NA,3.7,NA,NA,0.21,0.12,NA,0.07,0.02,11/14/2018,12/2/2018
2606,37635,/games/boxart/full_4124868AmericaFrontccc.jpg,Threads of Fate,PS,Role-Playing,Square EA,SquareSoft,NA,7.8,NA,NA,0.21,0.12,NA,0.08,0.01,7/14/2000,
2607,37640,/games/boxart/full_5793790AmericaFrontccc.jpg,Final Fantasy Fables: Chocobo's Dungeon,Wii,Role-Playing,Square Enix,High Horse Entertainment,NA,7.4,NA,NA,0.21,0.09,0.11,0,0.01,7/8/2008,
2608,37641,/games/boxart/full_8198127AmericaFrontccc.jpg,Blue Dragon Plus,DS,Role-Playing,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,NA,6.5,NA,NA,0.21,0.12,0.05,0.03,0.01,2/19/2009,
2609,37644,/games/boxart/full_the-lord-of-the-rings-war-in-the-north_4AmericaFront.jpg,The Lord of the Rings: War in the North,PC,Role-Playing,Warner Bros. Interactive,Snowblind Studios,NA,6.5,NA,NA,0.21,0.07,NA,0.11,0.03,11/1/2011,
2610,37651,/games/boxart/full_3124621AmericaFrontccc.jpg,Phantasy Star Online,DC,Role-Playing,Sega,Sonic Team,NA,8.9,NA,NA,0.2,NA,0.2,NA,NA,1/29/2001,
2611,37654,/games/boxart/full_500362AmericaFrontccc.jpg,Enchanted Arms,PS3,Role-Playing,Ubisoft,From Software,NA,5.9,NA,NA,0.2,0.17,NA,0.01,0.02,4/3/2007,
2612,37656,/games/boxart/full_3203278AmericaFrontccc.jpg,Dark Messiah of Might and Magic Elements,X360,Role-Playing,Ubisoft,Arkane Studios / Floodgate Entertainment / Kuju Entertainment,NA,5,NA,NA,0.2,0.16,0.01,0.02,0.02,2/12/2008,
2613,37657,/games/boxart/full_2366786AmericaFrontccc.jpg,Infinite Space,DS,Role-Playing,Sega,PlatinumGames / Nude Maker,NA,7.2,NA,NA,0.2,0.06,0.07,0.05,0.01,3/16/2010,
2614,37659,/games/boxart/2764303ccc.jpg,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,Role-Playing,Atlus,Quest Corporation,NA,7.6,NA,NA,0.2,0.06,0.09,0.04,0.01,7/31/1997,
2615,37667,/games/boxart/full_8034305AmericaFrontccc.jpg,Record of Agarest War,X360,Role-Playing,Aksys Games,Compile Heart,NA,7,NA,NA,0.2,0.18,0.01,NA,0.01,4/27/2010,
2616,37668,/games/boxart/8697916ccc.jpg,Grandia II,DC,Role-Playing,Ubisoft,Game Arts,NA,8.6,NA,NA,0.2,NA,0.2,NA,0,12/6/2000,
2617,37672,/games/boxart/full_solatorobo-red-the-hunter_397AmericaFront.jpg,Solatorobo: Red the Hunter,DS,Role-Playing,Xseed Games,CyberConnect2,NA,7.6,NA,NA,0.2,0.08,0.07,0.04,0.01,9/27/2011,
2618,37677,/games/boxart/full_9681820AmericaFrontccc.jpg,Mana Khemia 2: Fall of Alchemy,PS2,Role-Playing,NIS America,Gust,7.5,8.2,NA,NA,0.2,0.07,0.05,0.05,0.02,8/25/2009,
2619,37678,/games/boxart/full_3079755AmericaFrontccc.jpg,The Hobbit,GBA,Role-Playing,Sierra Entertainment,Saffire Corporation,NA,6.5,NA,NA,0.19,0.14,NA,0.05,0,11/11/2003,
2620,37681,/games/boxart/full_6153364AmericaFrontccc.jpg,Spectrobes: Origins,Wii,Role-Playing,Disney Interactive Studios,Genki,NA,7.4,NA,NA,0.19,0.16,NA,0.02,0.01,8/18/2009,
2621,37682,/games/boxart/full_7865151AmericaFrontccc.jpg,Breath of Fire II,GBA,Role-Playing,Capcom,Capcom,NA,8.6,NA,NA,0.19,0.14,NA,0.05,0,4/16/2002,
2622,37685,/games/boxart/full_9512090AmericaFrontccc.jpg,Shiren the Wanderer,Wii,Role-Playing,Atlus,ChunSoft,NA,7.4,NA,NA,0.19,0.08,0.11,NA,0.01,2/9/2010,
2623,37686,/games/boxart/63251ccc.jpg,Breath of Fire: Dragon Quarter,PS2,Role-Playing,Capcom,Capcom,NA,7.6,NA,NA,0.19,0.09,NA,0.07,0.02,2/16/2003,
2624,37687,/games/boxart/4969272ccc.jpg,Enchanted Arms,X360,Role-Playing,Ubisoft,From Software,NA,6.9,NA,NA,0.19,0.16,NA,0.02,0.01,8/29/2006,
2625,37689,/games/boxart/full_7428182AmericaFrontccc.jpg,Final Fantasy XI: Online,X360,Role-Playing,Square Enix,Square Enix,NA,6.7,NA,NA,0.19,0.17,NA,0.01,0.01,4/18/2006,
2626,37692,/games/boxart/full_5562911AmericaFrontccc.jpg,Project X Zone 2,3DS,Role-Playing,Namco Bandai Games,Monolith Soft,NA,6.6,NA,NA,0.19,0.06,0.09,0.04,0.01,2/16/2016,6/14/2018
2627,37693,/games/boxart/full_338149AmericaFrontccc.jpg,Arc Rise Fantasia,Wii,Role-Playing,Ignition Entertainment,imageepoch Inc.,NA,6.3,NA,NA,0.19,0.12,0.06,NA,0.01,7/20/2010,
2628,37695,/games/boxart/full_7573668AmericaFrontccc.jpg,Lunar Legend,GBA,Role-Playing,Ubisoft,Magic Rings,NA,7.7,NA,NA,0.19,0.14,NA,0.05,0,12/8/2002,
2629,37698,/games/boxart/full_4400839AmericaFrontccc.jpg,Risen,X360,Role-Playing,Deep Silver,Piranha Bytes,NA,5.9,NA,NA,0.19,0.07,NA,0.11,0.01,2/23/2010,
2630,37699,/games/boxart/full_2102705AmericaFrontccc.jpg,Nostalgia,DS,Role-Playing,Ignition Entertainment,Matrix Software / RED Entertainment,8.2,7.2,NA,NA,0.19,0.16,0.02,NA,0.01,10/27/2009,
2631,37701,/games/boxart/full_4216501AmericaFrontccc.jpg,Half-Minute Hero,PSP,Role-Playing,Xseed Games,Opus Studio,8.5,8.5,NA,NA,0.19,0.08,0.07,0.02,0.02,10/13/2009,
2632,37705,/games/boxart/9759589ccc.jpg,Phantasy Star Online Ver. 2,DC,Role-Playing,Sega,Sonic Team,NA,8.3,NA,NA,0.19,NA,0.19,NA,0,9/24/2001,
2633,37706,/games/boxart/full_arcania-a-gothic-tale_0AmericaFront.jpg,Arcania: Gothic 4,PC,Role-Playing,JoWood Productions,Spellbound Entertainment AG,NA,5.8,NA,NA,0.18,0.09,NA,0.08,0.02,10/19/2010,
2634,37708,/games/boxart/4988422ccc.jpg,.hack//Quarantine Part 4: The Final Chapter,PS2,Role-Playing,Bandai,CyberConnect2,NA,6.8,NA,NA,0.18,0.09,NA,0.07,0.02,1/14/2004,
2635,37711,/games/boxart/6226355ccc.jpg,Disgaea DS,DS,Role-Playing,NIS America,Nippon Ichi Software,NA,8,NA,NA,0.18,0.11,0.05,0.01,0.01,9/23/2008,
2636,37713,/games/boxart/full_4605062AmericaFrontccc.jpg,Ar tonelico 2: Melody of Metafalica,PS2,Role-Playing,NIS America,Gust,7.3,7.2,NA,NA,0.18,0.04,0.11,0.03,0.01,1/20/2009,
2637,37718,/games/boxart/9249096ccc.jpg,The Elder Scrolls IV: Shivering Isles,X360,Role-Playing,Bethesda Softworks,Bethesda Softworks,NA,8.9,NA,NA,0.18,0.17,NA,NA,0.01,10/16/2007,
2638,37719,/games/boxart/full_might-ampamp-magic-clash-of-heroes_3AmericaFront.jpg,Might & Magic: Clash of Heroes,DS,Role-Playing,Ubisoft,Capybara Games,NA,8.6,NA,NA,0.18,0.15,NA,0.02,0.01,12/1/2009,
2639,37725,/games/boxart/full_trinity-universe_2AmericaFront.jpg,Trinity Universe,PS3,Role-Playing,NIS America,Nippon Ichi Software / Gust,NA,6.2,NA,NA,0.18,0.07,0.03,0.06,0.02,6/29/2010,
2640,37734,/games/boxart/5645503ccc.jpg,.hack//G.U. Vol.3//Redemption,PS2,Role-Playing,Namco Bandai,CyberConnect2,NA,5.7,NA,NA,0.17,NA,0.17,NA,NA,9/10/2007,
2641,37741,/games/boxart/4580698ccc.jpg,.hack//G.U. Vol.1//Rebirth,PS2,Role-Playing,Namco Bandai,CyberConnect2,NA,6.6,NA,NA,0.17,NA,0.17,NA,NA,10/24/2006,
2642,37749,/games/boxart/full_624525AmericaFrontccc.jpg,Lost Kingdoms,GC,Role-Playing,Activision,From Software,NA,7.3,NA,NA,0.17,0.1,0.04,0.02,0,5/27/2002,
2643,37757,/games/boxart/full_2996705AmericaFrontccc.jpg,King's Field,PS,Role-Playing,ASCII Entertainment,From Software,NA,7.1,NA,NA,0.16,0.09,NA,0.06,0.01,12/31/1995,
2644,37764,/games/boxart/3545894ccc.jpg,Eragon,DS,Role-Playing,Sierra Entertainment,Amaze Entertainment,NA,6.8,NA,NA,0.16,0.13,NA,0.02,0.01,11/14/2006,
2645,37765,/games/boxart/full_1739579AmericaFrontccc.jpg,Culdcept SAGA,X360,Role-Playing,Namco Bandai,OmiyaSoft,NA,7.7,NA,NA,0.16,0.12,0.03,NA,0.01,2/5/2008,
2646,37767,/games/boxart/full_8230846AmericaFrontccc.jpg,Pillars of Eternity,PS4,Role-Playing,Paradox Interactive,Obsidian Entertainment,NA,8.3,NA,NA,0.16,0.11,NA,0.02,0.03,8/29/2017,4/15/2018
2647,37771,/games/boxart/full_8966602AmericaFrontccc.jpg,Xenoblade Chronicles 2: Torna ~ The Golden Country,NS,Role-Playing,Nintendo,Monolith Soft,NA,7.5,NA,NA,0.16,0.08,0.02,0.05,0.01,9/21/2018,9/26/2018
2648,37776,/games/boxart/full_lufia-curse-of-the-sinistrals_10AmericaFront.jpg,Lufia: Curse of the Sinistrals,DS,Role-Playing,Natsume,Neverland Company,NA,7.8,NA,NA,0.16,0.11,0.03,NA,0.01,10/12/2010,
2649,37781,/games/boxart/1980474ccc.jpg,Atelier Iris: Eternal Mana,PS2,Role-Playing,NIS America,Gust,NA,7.2,NA,NA,0.15,0.08,NA,0.06,0.02,6/28/2005,
2650,37783,/games/boxart/full_zhp-unlosing-ranger-vs-darkdeath-evilman_9AmericaFront.jpg,Z.H.P. Unlosing Ranger vs Darkdeath Evilman,PSP,Role-Playing,NIS America,Nippon Ichi Software,NA,8,NA,NA,0.15,0.08,0.06,NA,0.01,10/26/2010,
2651,37786,/games/boxart/full_3149485AmericaFrontccc.jpg,Kingdom of Paradise,PSP,Role-Playing,Sony Computer Entertainment,Climax Entertainment,NA,7,NA,NA,0.15,0.14,NA,0,0.02,11/15/2005,
2652,37792,/games/boxart/full_891840AmericaFrontccc.jpg,Musashi: Samurai Legend,PS2,Role-Playing,Square Enix,Square Enix,NA,6.9,NA,NA,0.15,0.07,NA,0.06,0.02,3/15/2005,
2653,37798,/games/boxart/full_ys-the-oath-in-felghana_7AmericaFront.jpg,Ys: The Oath in Felghana,PSP,Role-Playing,Xseed Games,Nihon Falcom Corporation,NA,8.2,NA,NA,0.15,0.09,0.04,NA,0.01,11/2/2010,
2654,37799,/games/boxart/3025094ccc.jpg,Phantasy Star Online Episode I & II,XB,Role-Playing,Sega,Sonic Team,NA,8.2,NA,NA,0.15,0.11,NA,0.03,0.01,4/15/2003,
2655,37802,/games/boxart/full_2632567AmericaFrontccc.jpg,The Wizard of Oz: Beyond The Yellow Brick Road,DS,Role-Playing,Xseed Games,Media.Vision,NA,6.4,NA,NA,0.15,0.13,0,NA,0.01,9/29/2009,
2656,37807,/games/boxart/full_7209714AmericaFrontccc.jpg,Boktai: The Sun is in Your Hand,GBA,Role-Playing,Konami,Kojima Productions,NA,7.8,NA,NA,0.15,0.1,NA,0.04,0,9/16/2003,
2657,37812,/games/boxart/full_4894209AmericaFrontccc.jpg,Shadow Hearts: From The New World,PS2,Role-Playing,Xseed Games,Nautilus,NA,7.6,NA,NA,0.14,0.07,NA,0.06,0.02,3/7/2006,
2658,37815,/games/boxart/full_2944292AmericaFrontccc.jpg,Class of Heroes,PSP,Role-Playing,Atlus,ZeroDiv,NA,5.4,NA,NA,0.14,0.06,0.08,NA,0.01,6/9/2009,
2659,37817,/games/boxart/full_5352430AmericaFrontccc.jpg,Gungnir,PSP,Role-Playing,Atlus,Sting,NA,7.4,NA,NA,0.14,0.08,0.04,NA,0.02,6/12/2012,1/17/2018
2660,37818,/games/boxart/3140399ccc.jpg,Wild ARMs 4,PS2,Role-Playing,Xseed Games,Media.Vision,NA,6.6,NA,NA,0.14,0.07,NA,0.06,0.02,1/10/2006,
2661,37821,/games/boxart/full_5363906AmericaFrontccc.jpg,Hexyz Force,PSP,Role-Playing,Atlus,Sting,NA,6.7,NA,NA,0.14,0.07,0.06,NA,0.01,5/25/2010,
2662,37832,/games/boxart/full_33715AmericaFrontccc.jpg,South Park: The Fractured But Whole,NS,Role-Playing,Ubisoft,Ubisoft San Francisco,NA,9.5,9.5,NA,0.14,0.08,NA,0.05,0.01,4/24/2018,4/6/2018
2663,37833,/games/boxart/full_2164091AmericaFrontccc.jpg,Risen 2: Dark Waters,X360,Role-Playing,Deep Silver,Piranha Bytes,NA,5.5,NA,NA,0.14,0.05,NA,0.08,0.01,7/31/2012,1/3/2018
2664,37836,/games/boxart/full_trinity-souls-of-zill-oll_665PALFront.jpg,TRINITY: Souls of Zill O'll,PS3,Role-Playing,Tecmo Koei,Omega Force,NA,5.5,NA,NA,0.14,0.06,0.03,0.03,0.01,2/8/2011,
2665,37839,/games/boxart/full_2393173AmericaFrontccc.jpg,The Granstream Saga,PS,Role-Playing,THQ,Shade,NA,7.6,7,NA,0.14,0.08,NA,0.05,0.01,6/30/1998,
2666,37840,/games/boxart/5250633ccc.jpg,Baldur's Gate: Dark Alliance,GC,Role-Playing,Interplay,Snowblind Studios,NA,7.7,NA,NA,0.14,0.11,NA,0.03,0,11/18/2002,
2667,37841,/games/boxart/full_1073894AmericaFrontccc.jpg,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,Role-Playing,NIS America,Acquire,7.3,6.9,NA,NA,0.14,NA,0.13,0,0,7/16/2009,
2668,37852,/games/boxart/full_770797AmericaFrontccc.jpg,Valhalla Knights: Eldar Saga,Wii,Role-Playing,Xseed Games,K2 / Kurogane,NA,3.5,7.9,NA,0.14,0.1,0.01,0.01,0.01,9/29/2009,
