"","X","img","title","console","genre","publisher","developer","critic_score","total_sales","na_sales","jp_sales","pal_sales","other_sales","release_date"
"16950",17216,"/games/boxart/full_5005338AmericaFrontccc.jpg","Art Academy: Lessons for Everyone!","3DS","Misc","Nintendo","Headstrong Games",8,0.49,0.2,0.21,0.05,0.02,"10/1/2012"
"17062",17328,"/games/boxart/full_9401714AmericaFrontccc.jpg","Hatsune Miku: Project Mirai DX","3DS","Misc","Sega","Sega",7.5,0.38,0.2,0.11,0.04,0.03,"9/8/2015"
"17109",17375,"/games/boxart/2610101ccc.jpg","Capcom Classics Collection Reloaded","PSP","Misc","Capcom","Capcom",7.1,0.33,0.26,0.03,0,0.03,"10/24/2006"
"17137",17403,"/games/boxart/full_2596558AmericaFrontccc.jpg","Namco Museum: Virtual Arcade","X360","Misc","Namco Bandai","Namco Bandai Games",7,0.31,0.27,0.01,0.01,0.02,"11/4/2008"
"17181",17450,"/games/boxart/full_3328496AmericaFrontccc.jpg","WarioWare Gold","3DS","Misc","Nintendo","Intelligent Systems",8.1,0.28,0.11,0.13,0.03,0.01,"8/3/2018"
"17191",17460,"/games/boxart/full_rhythm-thief-amp-the-emperors-treasure_939AmericaFront.jpg","Rhythm Thief & the Emperor's Treasure","3DS","Misc","Sega","Sega",7.5,0.28,0.07,0.12,0.07,0.01,"7/10/2012"
"17227",17496,"/games/boxart/7886388ccc.jpg","Bust A Groove 2","PS","Misc","Enix","Metro",7,0.26,0.04,0.18,0.03,0.02,"3/31/1999"
"17228",17497,"/games/boxart/full_4301084JapanFrontccc.jpg","Metroid Prime Pinball","DS","Misc","Nintendo","Fuse Games Limited",7.6,0.26,0.22,0.02,0,0.02,"10/24/2005"
"17372",17644,"/games/boxart/full_dance-masters_8AmericaFront.jpg","DanceMasters","X360","Misc","Konami","GCP1",6.2,0.2,0.15,0.02,0.02,0.01,"11/4/2010"
"17393",17665,"/games/boxart/full_5532036AmericaFrontccc.jpg","Dead or Alive Paradise","PSP","Misc","Tecmo","Team Ninja",4.5,0.2,0.08,0.07,0.02,0.02,"3/30/2010"
"17465",17737,"/games/boxart/full_4184198AmericaFrontccc.jpg","Let's TAP","Wii","Misc","Sega","PROPE",7,0.17,0.08,0.01,0.06,0.02,"6/16/2009"
"17485",17757,"/games/boxart/9186525ccc.jpg","Bomberman Land","Wii","Misc","Hudson Soft","Hudson Soft",6,0.17,0.11,0.03,0.02,0.01,"1/29/2008"
"17701",17976,"/games/boxart/6380452ccc.jpg","Odama","GC","Misc","Nintendo","VIVARIUM Inc.",6.5,0.11,0.07,0.02,0.02,0,"4/10/2006"
"17927",18205,"/games/boxart/full_5385218AmericaFrontccc.jpg","Tank! Tank! Tank!","WiiU","Misc","Namco Bandai Games","Namco Bandai Games",4.7,0.07,0.02,0.05,0.01,0,"11/18/2012"
"18130",18411,"/games/boxart/5726746ccc.jpg","Metal Gear Solid: Digital Graphic Novel","PSP","Misc","Konami","Kojima Productions",7.6,0.04,0.02,0.02,0,0,"6/13/2006"
"25809",26210,"/games/boxart/full_3797957AmericaFrontccc.jpg","Final Fantasy XI: Online","PS2","MMO","Square Enix","Square Enix",8.4,0.32,0.08,0.15,0.06,0.02,"9/21/2004"
"25889",26293,"/games/boxart/full_dance-central-2_712AmericaFront.jpg","Dance Central 2","X360","Music","Microsoft","Harmonix Music Systems",8.6,2.04,1.45,0.01,0.41,0.16,"10/25/2011"
"25893",26297,"/games/boxart/full_4522149AmericaFrontccc.jpg","Rocksmith 2014","PS3","Music","Ubisoft","Ubisoft San Francisco",9.1,1.05,0.56,0.05,0.26,0.17,"10/22/2013"
"25897",26301,"/games/boxart/full_1352437AmericaFrontccc.jpg","Rocksmith 2014","X360","Music","Ubisoft","Ubisoft San Francisco",8.4,0.99,0.73,0,0.16,0.1,"10/22/2013"
"26115",26525,"/games/boxart/full_769134AmericaFrontccc.png","Mario Party: Star Rush","3DS","Party","Nintendo","Nd Cube Co., Ltd.",6.2,0.87,0.25,0.2,0.37,0.05,"11/4/2016"
"26117",26527,"/games/boxart/full_3794629AmericaFrontccc.png","Animal Crossing: Amiibo Festival","WiiU","Party","Nintendo","Nd Cube Co., Ltd.",4.8,0.49,0.23,0.1,0.12,0.04,"11/13/2015"
"26126",26536,"/games/boxart/full_182104AmericaFrontccc.jpg","Game & Wario","WiiU","Party","Nintendo","Intelligent Systems",6.2,0.25,0.06,0.12,0.06,0.01,"6/23/2013"
"26216",26629,"/games/boxart/full_7543191AmericaFrontccc.jpg","Crash Bandicoot 2: Cortex Strikes Back","PS","Platform","Sony Computer Entertainment","Naughty Dog",8.6,7.58,3.78,1.31,2.17,0.31,"10/31/1997"
"26219",26632,"/games/boxart/8735469ccc.jpg","Crash Bandicoot 3: Warped","PS","Platform","Sony Computer Entertainment","Naughty Dog",9.3,7.13,3.68,1.42,1.75,0.28,"10/31/1998"
"26232",26645,"/games/boxart/9261584ccc.jpg","Crash Bandicoot: The Wrath of Cortex","PS2","Platform","Universal Interactive","Traveller's Tales",6.9,5.42,2.07,0.24,2.29,0.82,"10/29/2001"
"26238",26651,"/games/boxart/4840522ccc.jpg","Spyro the Dragon","PS","Platform","Sony Computer Entertainment","Insomniac Games",8.7,5,3.36,0.07,1.36,0.21,"9/10/1998"
"26246",26659,"/games/boxart/8290971ccc.jpg","Teenage Mutant Ninja Turtles","NES","Platform","Ultra Games","Konami",5.9,4.17,3.38,0.31,0.44,0.04,"6/1/1989"
"26251",26664,"/games/boxart/full_9727386AmericaFrontccc.jpg","Ratchet & Clank: Size Matters","PSP","Platform","Sony Computer Entertainment","High Impact Games",8.5,3.75,1.4,0.1,1.4,0.86,"2/13/2007"
"26254",26667,"/games/boxart/full_971930AmericaFrontccc.jpg","Jak and Daxter: The Precursor Legacy","PS2","Platform","Sony Computer Entertainment","Naughty Dog",9,3.64,2.08,0.15,1.09,0.33,"12/4/2001"
"26257",26670,"/games/boxart/6000844ccc.jpg","Spyro 2: Ripto's Rage!","PS","Platform","Sony Computer Entertainment","Insomniac Games",8.7,3.52,2.14,0.01,1.21,0.17,"10/31/1999"
"26259",26672,"/games/boxart/full_littlebigplanet-2_308AmericaFront.jpg","LittleBigPlanet 2","PS3","Platform","Sony Computer Entertainment","Media Molecule",9.1,3.43,1.83,0.06,1.07,0.47,"1/18/2011"
"26267",26680,"/games/boxart/full_disney-epic-mickey_944AmericaFront.jpg","Disney Epic Mickey","Wii","Platform","Disney Interactive Studios","Junction Point Studios",7,3.02,2.04,0.12,0.63,0.23,"11/30/2010"
"26274",26687,"/games/boxart/1775518ccc.jpg","Finding Nemo","GBA","Platform","THQ","Vicarious Visions",7,2.82,1.59,0.04,1.05,0.14,"5/10/2003"
"26278",26691,"/games/boxart/6496030ccc.jpg","Ratchet & Clank: Going Commando","PS2","Platform","Sony Computer Entertainment","Insomniac Games",8.7,2.78,1.44,0.26,0.83,0.25,"11/11/2003"
"26281",26694,"/games/boxart/full_9186411AmericaFrontccc.jpg","LittleBigPlanet","PSP","Platform","Sony Computer Entertainment","SCEE Cambridge",8.8,2.61,0.65,0.01,1.27,0.68,"11/17/2009"
"26282",26695,"/games/boxart/2584016ccc.jpg","Ratchet & Clank: Up Your Arsenal","PS2","Platform","Sony Computer Entertainment","Insomniac Games",9.1,2.57,1.31,0.31,0.74,0.22,"11/3/2004"
"26283",26696,"/games/boxart/full_7788350AmericaFrontccc.jpg","Ratchet & Clank Future: Tools of Destruction","PS3","Platform","Sony Computer Entertainment","Insomniac Games",8.9,2.57,0.93,0.08,1.1,0.45,"10/23/2007"
"26288",26701,"/games/boxart/5905935ccc.png","Sonic Adventure","DC","Platform","Sega","Sonic Team",8.9,2.42,1.26,0.46,0.61,0.08,"9/9/1999"
"26311",26724,"/games/boxart/full_7136269AmericaFrontccc.jpg","Ratchet & Clank Future: A Crack in Time","PS3","Platform","Sony Computer Entertainment","Insomniac Games",8.7,1.89,1.05,0.03,0.55,0.26,"10/27/2009"
"26312",26725,"/games/boxart/2243101ccc.jpg","Shrek 2","PS2","Platform","Activision","Luxoflux, Inc.",6.9,1.86,1.12,0.03,0.69,0.02,"4/28/2004"
"26336",26749,"/games/boxart/full_2046408AmericaFrontccc.jpg","Ape Escape","PS","Platform","Sony Computer Entertainment","SCE Japan Studio",9.3,1.63,0.71,0.32,0.48,0.11,"5/31/1999"
"26339",26752,"/games/boxart/full_sonic-generations_580AmericaFront.jpg","Sonic Generations","PS3","Platform","Sega","Sonic Team",7.3,1.59,0.6,0.02,0.72,0.25,"11/1/2011"
"26364",26777,"/games/boxart/full_sonic-generations_773AmericaFront.jpg","Sonic Generations","X360","Platform","Sega","Sonic Team",7.7,1.39,0.71,0,0.54,0.13,"11/1/2011"
"26369",26782,"/games/boxart/full_9684129AmericaFrontccc.jpg","Donkey Kong Jungle Beat","GC","Platform","Nintendo","Nintendo EAD Tokyo",7.9,1.34,0.84,0.24,0.22,0.04,"3/14/2005"
"26371",26784,"/games/boxart/full_spider-man-the-movie_712AmericaFront.jpg","Spider-Man: The Movie","GBA","Platform","Activision","Digital Eclipse",7.9,1.33,0.92,0.01,0.35,0.05,"4/16/2002"
"26376",26789,"/games/boxart/full_5107716AmericaFrontccc.jpg","Castlevania: Symphony of the Night","PS","Platform","Konami","Konami Computer Entertainment Tokyo",9.3,1.27,0.58,0.21,0.4,0.08,"10/2/1997"
"26384",26797,"/games/boxart/3613637ccc.jpg","Donkey Kong Country 2","GBA","Platform","Nintendo","Rare Ltd.",7.6,1.23,0.79,0.12,0.27,0.04,"11/15/2004"
"26393",26809,"/games/boxart/full_9393461AmericaFrontccc.jpg","Mirror's Edge","X360","Platform","Electronic Arts","EA Digital Illusions CE",7.6,1.16,0.51,0.01,0.51,0.12,"11/11/2008"
"26395",26811,"/games/boxart/full_ratchet-ampamp-clank-all-4-one_186AmericaFront.jpg","Ratchet & Clank: All 4 One","PS3","Platform","Sony Computer Entertainment","Insomniac Games",7.5,1.15,0.75,0.05,0.22,0.13,"10/18/2011"
"26398",26814,"/games/boxart/full_3564523AmericaFrontccc.jpg","Mirror's Edge","PS3","Platform","Electronic Arts","EA Digital Illusions CE",7.7,1.13,0.31,0.02,0.59,0.21,"11/11/2008"
"26400",26816,"/games/boxart/full_9892340AmericaFrontccc.jpg","Crash Bandicoot N. Sane Trilogy","NS","Platform","Activision","Toys for Bob",6,1.11,0.44,0.02,0.57,0.09,"6/29/2018"
"26410",26826,"/games/boxart/full_sonic-generations_949AmericaFront.jpg","Sonic Generations","3DS","Platform","Sega","Sonic Team",6.3,1.06,0.44,0.01,0.52,0.08,"11/22/2011"
"26418",26834,"/games/boxart/full_8619323AmericaFrontccc.jpg","Sonic Unleashed","PS3","Platform","Sega","Sonic Team",5.3,1.03,0.56,0.01,0.32,0.14,"12/9/2008"
"26419",26835,"/games/boxart/321056ccc.jpg","Shrek 2","GC","Platform","Activision","Luxoflux, Inc.",6.9,1.02,0.73,0.01,0.26,0.03,"4/28/2004"
"26423",26839,"/games/boxart/full_rayman-origins_639AmericaFront.jpg","Rayman Origins","PS3","Platform","Ubisoft","Ubisoft",8.5,1,0.33,0.01,0.5,0.16,"11/15/2011"
"26431",26847,"/games/boxart/full_2136381AmericaFrontccc.jpg","de Blob","Wii","Platform","THQ","Blue Tongue",8.1,0.96,0.49,0,0.37,0.1,"9/22/2008"
"26433",26849,"/games/boxart/full_2312401AmericaFrontccc.jpg","Sonic Unleashed","X360","Platform","Sega","Sonic Team",5.6,0.95,0.54,0,0.32,0.09,"11/20/2008"
"26447",26863,"/games/boxart/full_4228484AmericaFrontccc.jpg","Spider-Man 3","PS2","Platform","Activision","Vicarious Visions",4.4,0.9,0.74,0.01,0.03,0.12,"5/4/2007"
"26449",26865,"/games/boxart/full_3192861AmericaFrontccc.jpg","Castlevania: Circle of the Moon","GBA","Platform","Konami","KCEK",8.9,0.89,0.6,0.05,0.22,0.02,"6/10/2001"
"26459",26875,"/games/boxart/full_3223AmericaFrontccc.jpg","Patapon","PSP","Platform","Sony Computer Entertainment","Pyramid/JAPAN Studio",8.7,0.82,0.33,0.07,0.25,0.17,"2/26/2008"
"26468",26884,"/games/boxart/full_85225AmericaFrontccc.jpg","Donkey Kong Country 3","GBA","Platform","Nintendo","Rare Ltd.",7.5,0.77,0.45,0.14,0.17,0.01,"11/7/2005"
"26471",26887,"/games/boxart/full_2437493AmericaFrontccc.jpg","Banjo-Kazooie: Nuts & Bolts","X360","Platform","Microsoft Game Studios","Rare Ltd.",8,0.76,0.32,0,0.35,0.08,"11/12/2008"
"26474",26890,"/games/boxart/full_3418444AmericaFrontccc.jpg","LEGO City Undercover","PS4","Platform","Warner Bros. Interactive Entertainment","TT Fusion",8,0.75,0.17,0.01,0.46,0.12,"4/4/2017"
"26476",26892,"/games/boxart/full_3237893AmericaFrontccc.jpg","Sonic Forces","NS","Platform","Sega","Sonic Team",5.4,0.74,0.39,0.01,0.27,0.06,"11/7/2017"
"26481",26897,"/games/boxart/full_863397AmericaFrontccc.jpg","Kirby: Canvas Curse","DS","Platform","Nintendo","HAL Laboratory",8.9,0.72,0.36,0.32,0,0.03,"6/13/2005"
"26483",26899,"/games/boxart/full_2637274AmericaFrontccc.jpg","Astro Bot Rescue Mission","PS4","Platform","Sony Interactive Entertainment","SIE Japan Studio",8.5,0.71,0.22,0.02,0.36,0.11,"10/2/2018"
"26486",26902,"/games/boxart/1204443ccc.jpg","Ape Escape: On the Loose","PSP","Platform","Sony Computer Entertainment","SIMS",6.6,0.7,0.52,0.12,0.01,0.05,"3/22/2005"
"26489",26905,"/games/boxart/full_the-sly-collection_465AmericaFront.jpg","The Sly Collection","PS3","Platform","Sony Computer Entertainment","Sanzaru Games",8.7,0.69,0.52,0.01,0.08,0.08,"11/9/2010"
"26493",26909,"/games/boxart/full_2181161AmericaFrontccc.jpg","Rayman Legends","WiiU","Platform","Ubisoft","Ubisoft Montpellier",9.5,0.68,0.25,0.03,0.35,0.05,"9/3/2013"
"26496",26912,"/games/boxart/full_7786092AmericaFrontccc.jpg","Spider-Man 3","PS3","Platform","Activision","Treyarch",6.6,0.67,0.26,0.02,0.29,0.11,"5/4/2007"
"26512",26928,"/games/boxart/full_3260020AmericaFrontccc.jpg","LEGO City Undercover","NS","Platform","Warner Bros. Interactive Entertainment","TT Fusion",8,0.65,0.23,0.03,0.33,0.05,"4/4/2017"
"26517",26933,"/games/boxart/4303163ccc.jpg","Castlevania","N64","Platform","Konami","KCEK",7.6,0.64,0.44,0.04,0.1,0.05,"1/26/1999"
"26523",26939,"/games/boxart/810696ccc.jpg","Ape Escape 2","PS2","Platform","Ubisoft","SCE Japan Studio",8,0.63,0.12,0.38,0.09,0.03,"6/30/2003"
"26526",26942,"/games/boxart/full_7342682AmericaFrontccc.jpg","Jak and Daxter: The Lost Frontier","PSP","Platform","Sony Computer Entertainment","High Impact Games",7.5,0.62,0.18,0,0.28,0.16,"11/3/2009"
"26542",26958,"/games/boxart/full_8881584AmericaFrontccc.jpg","Kirby and the Rainbow Curse","WiiU","Platform","Nintendo","HAL Laboratory",8.2,0.58,0.26,0.13,0.14,0.04,"2/20/2015"
"26555",26971,"/games/boxart/full_6598944AmericaFrontccc.jpeg","Poochy & Yoshi's Woolly World","3DS","Platform","Nintendo","Good-Feel",7.5,0.55,0.2,0.17,0.16,0.03,"2/3/2017"
"26559",26975,"/games/boxart/full_7897335AmericaFrontccc.jpg","Donkey Kong Jungle Climber","DS","Platform","Nintendo","Paon Corporation",7.8,0.55,0.25,0.24,0.03,0.03,"9/10/2007"
"26582",26998,"/games/boxart/full_3830133AmericaFrontccc.jpg","Epic Mickey: Power of Illusion","3DS","Platform","Disney Interactive Studios","DreamRift",6.6,0.5,0.36,0.04,0.05,0.04,"11/18/2012"
"26589",27008,"/games/boxart/full_6517792AmericaFrontccc.jpg","Sonic Lost World","3DS","Platform","Sega","Dimps Corporation",5.2,0.48,0.22,0.07,0.15,0.04,"10/29/2013"
"26594",27013,"/games/boxart/full_4254357AmericaFrontccc.jpg","Knack 2","PS4","Platform","Sony Interactive Entertainment","SIE Japan Studio",6.7,0.47,0.14,0.01,0.25,0.07,"9/5/2017"
"26596",27015,"/games/boxart/full_9293555AmericaFrontccc.jpg","Sonic Mania","NS","Platform","Sega","PagodaWest Games",8.8,0.47,0.23,0.01,0.18,0.04,"8/15/2017"
"26611",27030,"/games/boxart/full_8207815AmericaFrontccc.jpg","Hey! Pikmin","3DS","Platform","Nintendo","Arzest",6.8,0.44,0.17,0.17,0.08,0.03,"7/28/2017"
"26622",27041,"/games/boxart/full_4849445AmericaFrontccc.jpg","Mischief Makers","N64","Platform","Nintendo","Treasure Co., Ltd.",6.5,0.43,0.25,0.07,0.06,0.06,"10/1/1997"
"26623",27042,"/games/boxart/full_1516596AmericaFrontccc.jpg","Castlevania: Dawn of Sorrow","DS","Platform","Konami","Konami",8.9,0.43,0.34,0.03,0.03,0.03,"10/4/2005"
"26632",27051,"/games/boxart/full_4693961AmericaFrontccc.jpg","Castlevania: The Dracula X Chronicles","PSP","Platform","Konami","Konami",8,0.42,0.22,0.04,0.09,0.07,"10/23/2007"
"26635",27054,"/games/boxart/full_6129765AmericaFrontccc.jpg","NiGHTS: Journey of Dreams","Wii","Platform","Sega","Sonic Team",7,0.41,0.32,0.04,0.02,0.03,"12/18/2007"
"26642",27061,"/games/boxart/5991528ccc.jpg","Castlevania: Portrait of Ruin","DS","Platform","Konami","Konami",8.5,0.4,0.31,0.04,0.02,0.03,"12/5/2006"
"26644",27063,"/games/boxart/full_9388379AmericaFrontccc.jpg","LocoRoco","PSP","Platform","Sony Computer Entertainment","SCE Japan Studio",8.1,0.39,0.14,0.16,0.05,0.03,"9/5/2006"
"26661",27080,"/games/boxart/full_556920AmericaFrontccc.jpg","Sonic Lost World","WiiU","Platform","Sega","Sonic Team",6,0.37,0.2,0.01,0.13,0.03,"10/29/2013"
"26663",27082,"/games/boxart/full_5245960AmericaFrontccc.jpg","Castlevania: Order of Ecclesia","DS","Platform","Konami","Konami",8.2,0.37,0.27,0.04,0.03,0.03,"10/21/2008"
"26664",27083,"/games/boxart/full_890773AmericaFrontccc.jpg","LocoRoco 2","PSP","Platform","Sony Computer Entertainment","SCE Japan Studio",8.5,0.36,0.21,0.01,0.09,0.05,"2/10/2009"
"26681",27100,"/games/boxart/1240794ccc.jpg","Mega Man ZX Advent","DS","Platform","Capcom","Inti Creates",7.6,0.33,0.22,0.09,0,0.02,"10/23/2007"
"26682",27101,"/games/boxart/7750345ccc.jpg","Klonoa 2: Lunatea's Veil","PS2","Platform","Namco","Namco",9.4,0.33,0.12,0.08,0.1,0.03,"7/25/2001"
"26684",27103,"/games/boxart/full_8880428AmericaFrontccc.jpg","Classic NES Series: Castlevania","GBA","Platform","Nintendo","Konami",7.4,0.33,0.17,0.09,0.06,0.01,"10/25/2004"
"26693",27112,"/games/boxart/full_5861233AmericaFrontccc.jpg","Chibi-Robo! Zip Lash","3DS","Platform","Nintendo","Nintendo",5.5,0.32,0.14,0.07,0.09,0.02,"10/9/2015"
"26705",27124,"/games/boxart/full_mega-man-zero-collection_3AmericaFront.jpg","Mega Man Zero Collection","DS","Platform","Capcom","Inti Creates",7.5,0.31,0.17,0.11,0.01,0.02,"6/8/2010"
"26745",27164,"/games/boxart/4877467ccc.jpg","Mega Man ZX","DS","Platform","Capcom","Inti Creates",8.1,0.28,0.16,0.1,0,0.02,"9/12/2006"
"26749",27168,"/games/boxart/full_patapon-3_165AmericaFront.jpg","Patapon 3","PSP","Platform","Sony Computer Entertainment","Pyramid/JAPAN Studio",7.4,0.28,0.05,0.17,0.04,0.02,"4/12/2011"
"26773",27192,"/games/boxart/full_5097553AmericaFrontccc.jpg","Castlevania: Harmony of Dissonance","GBA","Platform","Konami","Konami Computer Entertainment Tokyo",8.6,0.26,0.16,0.04,0.06,0,"9/16/2002"
"26776",27195,"/games/boxart/full_1568927AmericaFrontccc.jpg","Sonic Boom: Fire & Ice","3DS","Platform","Sega","Sanzaru Games",6.9,0.25,0.14,0.02,0.08,0.02,"9/27/2016"
"26796",27218,"/games/boxart/full_9761416PALFrontccc.png","Disney Epic Mickey 2: The Power of Two","WiiU","Platform","Disney Interactive Studios","Junction Point Studios",5.9,0.24,0.13,0.01,0.08,0.02,"11/18/2012"
"26896",27318,"/games/boxart/full_9971572AmericaFrontccc.jpg","Klonoa","Wii","Platform","Namco Bandai","Paon Corporation",7.6,0.16,0.1,0.03,0.02,0.01,"5/5/2009"
"26923",27345,"/games/boxart/full_cave-story-3d_30AmericaFront.jpg","Cave Story 3D","3DS","Platform","NIS America","Nicalis",8.2,0.15,0.09,0.01,0.03,0.01,"11/8/2011"
"26941",27363,"/games/boxart/full_2973227AmericaFrontccc.jpg","Secret Agent Clank","PSP","Platform","Sony Computer Entertainment","High Impact Games",7,0.14,0.04,0.04,0.04,0.02,"6/17/2008"
"27002",27427,"/games/boxart/full_lost-in-shadow_6AmericaFront.jpg","Lost in Shadow","Wii","Platform","Hudson Soft","Hudson Soft",6.7,0.12,0.09,0.01,0,0.01,"1/4/2011"
"27025",27450,"/games/boxart/full_2267012AmericaFrontccc.jpg","Prinny: Can I Really Be the Hero?","PSP","Platform","NIS America","Nippon Ichi Software",7.2,0.11,0.04,0.05,0.01,0.01,"2/17/2009"
"29807",30274,"/games/boxart/full_7385847AmericaFrontccc.jpg","Scribblenauts","DS","Puzzle","Warner Bros. Interactive","5TH Cell",8.2,2.17,1.67,0.02,0.3,0.18,"9/15/2009"
"29824",30291,"/games/boxart/full_4383288AmericaFrontccc.jpg","Super Monkey Ball","GC","Puzzle","Sega","Amusement Vision",9,1.46,0.95,0.1,0.37,0.04,"11/17/2001"
"29828",30295,"/games/boxart/full_8015537AmericaFrontccc.jpg","Gardening Mama","DS","Puzzle","Majesco","Taito Corporation",6.6,1.36,0.79,0.01,0.42,0.13,"3/31/2009"
"29834",30301,"/games/boxart/2796675ccc.jpg","Intelligent Qube","PS","Puzzle","Sony Computer Entertainment","Sony Computer Entertainment",7.4,1.22,0.13,1,0.07,0.02,"9/30/1997"
"29836",30303,"/games/boxart/full_2000240AmericaFrontccc.jpg","Boom Blox","Wii","Puzzle","Electronic Arts","EA Los Angeles",8.6,1.21,0.71,0,0.38,0.12,"5/6/2008"
"29846",30313,"/games/boxart/2157130ccc.jpg","Bomberman 64","N64","Puzzle","Hudson Soft","Hudson Soft",6.1,1.04,0.5,0.31,0.2,0.03,"12/2/1997"
"29853",30320,"/games/boxart/full_6805319AmericaFrontccc.jpg","Super Bomberman R","NS","Puzzle","Konami Digital Entertainment","HexaDrive",6.3,0.87,0.31,0.19,0.32,0.06,"3/3/2017"
"29867",30334,"/games/boxart/9284468ccc.jpg","Katamari Damacy","PS2","Puzzle","Namco","Namco",8.5,0.73,0.47,0.17,0.02,0.08,"9/21/2004"
"29871",30338,"/games/boxart/full_catherine_112AmericaFront.jpg","Catherine","PS3","Puzzle","Atlus","Atlus",7.9,0.71,0.3,0.2,0.15,0.06,"7/26/2011"
"29885",30352,"/games/boxart/full_9111313AmericaFrontccc.jpg","Tetris Party Deluxe","Wii","Puzzle","Majesco","Tetris Online, Inc",7.3,0.56,0.33,0.02,0.16,0.05,"6/1/2010"
"29886",30353,"/games/boxart/full_1793494AmericaFrontccc.jpg","Puzzle & Dragons Z + Super Mario Bros. Edition","3DS","Puzzle","Nintendo","GungHo Online Entertainment",7.8,0.56,0.09,0.35,0.11,0.02,"5/22/2015"
"29889",30356,"/games/boxart/full_9894560AmericaFrontccc.jpg","Puyo Puyo Tetris","NS","Puzzle","Sega","Sonic Team",8.3,0.55,0.22,0.12,0.18,0.04,"4/25/2017"
"29896",30363,"/games/boxart/8266954ccc.jpg","Picross DS","DS","Puzzle","Nintendo","Jupiter Multimedia",8.4,0.5,0.17,0.3,0.02,0.02,"7/30/2007"
"29897",30364,"/games/boxart/full_2506149AmericaFrontccc.jpg","Picross 3D","DS","Puzzle","Nintendo","HAL Laboratory",8.7,0.5,0.28,0.16,0.03,0.03,"5/3/2010"
"29902",30369,"/games/boxart/3948052ccc.jpg","Fantavision","PS2","Puzzle","Sony Computer Entertainment","SCEI",8,0.47,0.14,0.19,0.11,0.04,"10/25/2000"
"29904",30371,"/games/boxart/4116017ccc.jpg","Classic NES Series: Pac-Man","GBA","Puzzle","Nintendo","Nintendo",5.7,0.46,0.25,0.12,0.09,0.01,"6/2/2004"
"29914",30381,"/games/boxart/full_tetris-axis_485AmericaFront.jpg","Tetris Axis","3DS","Puzzle","Nintendo","Hudson Soft",7.8,0.44,0.2,0.06,0.14,0.03,"10/2/2011"
"29920",30387,"/games/boxart/full_4990316AmericaFrontccc.jpg","Katamari Forever","PS3","Puzzle","Namco Bandai","Bandai Namco Games",7.3,0.41,0.26,0.06,0.05,0.04,"9/22/2009"
"29936",30403,"/games/boxart/748182ccc.jpg","Bomberman World","PS","Puzzle","Atlus","Hudson Soft",6.5,0.33,0.06,0.22,0.04,0.02,"9/22/1998"
"29938",30405,"/games/boxart/3660502ccc.gif","Planet Puzzle League","DS","Puzzle","Nintendo","Intelligent Systems",8.6,0.33,0.14,0.16,0.01,0.01,"6/4/2007"
"29940",30407,"/games/boxart/6636844ccc.jpg","Dr. Mario / Puzzle League","GBA","Puzzle","Nintendo","Intelligent Systems",7.5,0.33,0.12,0.16,0.04,0.01,"11/28/2005"
