,Title,Console,Max_Players,Genres,Publisher,Review_Score,US_Sales,Used_Price,Release.Rating,Length.All.PlayStyles.Average,Length.All.PlayStyles.Leisure,Length.All.PlayStyles.Median,Length.All.PlayStyles.Polled,Length.All.PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Polled,Length.Completionists.Rushed,Length.Main...Extras.Average,Length.Main...Extras.Leisure,Length.Main...Extras.Median,Length.Main...Extras.Polled,Length.Main...Extras.Rushed,Length.Main.Story.Average,Length.Main.Story.Leisure,Length.Main.Story.Median,Length.Main.Story.Polled,Length.Main.Story.Rushed,US_Sales_millions,YearReleased,Publishers,Genre,Sequel,Re.release,Lifecycle,LifecycleSq,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform,GBA,GCN,NDS,Wii,PS2,PS3,PSP,Xbox,X360,Action,Adventure,Educational,Racing,RPG,Simulation,Sports,Strategy,X2K,Acclaim,Activision,Atari,Capcom,Disney,Eidos,EA,Infograme,Konami,Microsoft,Midway,Namco,Nintendo,Rockstar,Sony,Sega,THQ,SquareEnix,Ubisoft,Adult,Anime,Arcade,Battlemech,Boardgame,Cards,Casino,Chess,Comics,Cyberpunk,Detective,Fighting,Flight,Gameshow,Helicoptor,HistoricalBattle,Horror,InteractiveFiction,InteractiveFictionGraphics,InteractiveMovie,Managerial,MartialArts,MedievalFantasy,Meditative,MentalTraining,Naval,Paddle,PersistentUniverse,Pinball,PostApocalyptic,Puzzle,RealTime,RhythmAction,SciFi,Shooter,Spy,Stealth,SurvivalHorror,Tank,Train,TurnBased,VideoBackdrop,VisualNovel,Ecology,Language,Geography,Graphics,Health,History,Maths,Music,PreSchool,Reading,Religion,Science,Sociology,Typing,AmericanFootball,Basketball,Baseball,Boxing,Bowling,Cricket,Fishing,Cycling,Golf,Hockey,Horse,Hunting,Motorcycle,OffRoad,Olympiad,Paintball,PingPong,Pool,Rugby,Sailing,Skateboarding,Snowboarding,Soccer,Surfing,Tennis,Tricks,Volleyball,Wakeboarding,Wrestling,FirstPerson,Platform,Isometric,SideScrolling,TopDown,ThirdPerson
272,Elite Beat Agents,Nintendo DS,1,Action,Nintendo,87,0.27,9.95,M,10.26666667,26.18333333,4.5,51,4.183333333,30.45,38.85,35,11,20.35,6.4,10.3,4.5,10,3.55,4.15,6.033333333,4,30,2.533333333,0.27,2006,"Nintendo Co., Ltd., Nintendo France SARL, Nintendo of America Inc., Nintendo of Europe GmbH",Action,0,0,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
273,Enchanted Arms,PlayStation 3,1,Role-Playing (RPG),Ubisoft,64,0.18,17.95,E,43.28333333,70.81666667,40,51,29.81666667,52.4,74.95,47.45,22,34.36666667,43.65,71.66666667,43.03333333,19,30.83333333,22.48333333,25.26666667,21.83333333,10,20.06666667,0.18,2007,"FromSoftware, Inc., Ubisoft Entertainment SA, Ubisoft, Inc.",Role-Playing (RPG),0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
274,Enchanted Arms,X360,1,Role-Playing (RPG),Ubisoft,69,0.15,17.95,E,43.28333333,70.81666667,40,51,29.81666667,52.4,74.95,47.45,22,34.36666667,43.65,71.66666667,43.03333333,19,30.83333333,22.48333333,25.26666667,21.83333333,10,20.06666667,0.15,2006,"Ubisoft Entertainment SA, Ubisoft, Inc.",Role-Playing (RPG),0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
275,Endless Ocean,Nintendo Wii,1,Simulation,Nintendo,72,0.44,24.95,E,10.96666667,11.73333333,10.96666667,2,10.2,0,0,0,0,0,10.96666667,11.73333333,10.96666667,2,10.2,0,0,0,0,0,0.44,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Simulation,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
276,Enemy Territory: Quake Wars,PlayStation 3,1,Action,Activision,60,0.24,16.95,T,9.916666667,16.95,7.916666667,8,6.95,0,0,0,0,0,8.7,10.4,8.916666667,4,6.9,11.11666667,16.96666667,6.75,4,7.466666667,0.24,2008,"Activision Deutschland GmbH, Activision Publishing, Inc.",Action,0,0,2,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
277,Enemy Territory: Quake Wars,X360,1,Action,Activision,69,0.26,14.95,T,9.916666667,16.95,7.916666667,8,6.95,0,0,0,0,0,8.7,10.4,8.916666667,4,6.9,11.11666667,16.96666667,6.75,4,7.466666667,0.26,2008,"Activision Publishing, Inc.",Action,0,0,3,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
278,Eragon,Nintendo DS,1,"Action,Role-Playing (RPG)",,63,0.14,16.95,E,8.833333333,12.7,8,11,5.583333333,11.66666667,13.91666667,10,6,9.416666667,0,0,0,0,0,5.433333333,6.35,6,5,4.233333333,0.14,2006,"Sierra Entertainment, Inc., Vivendi Universal Games, Inc.","Action, Role-Playing (RPG)",0,0,2,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
279,Eragon,Sony PSP,4,Action,,59,0.11,14.95,E,8.833333333,12.7,8,11,5.583333333,11.66666667,13.91666667,10,6,9.416666667,0,0,0,0,0,5.433333333,6.35,6,5,4.233333333,0.11,2006,"Sierra Entertainment, Inc., Vivendi Universal Games, Inc.",Action,0,0,2,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
280,Eragon,X360,2,Action,,48,0.09,12.95,T,8.833333333,12.7,8,11,5.583333333,11.66666667,13.91666667,10,6,9.416666667,0,0,0,0,0,5.433333333,6.35,6,5,4.233333333,0.09,2006,"Sierra Entertainment, Inc., Vivendi Games",Action,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
281,Escape from Bug Island,Nintendo Wii,1,Action,Eidos,37,0.04,14.95,T,7.583333333,9.55,6.616666667,6,5.916666667,0,0,0,0,0,11.36666667,11.68333333,11.36666667,2,11.05,5.683333333,6.383333333,5.383333333,4,5.133333333,0.04,2007,"Eidos Interactive Ltd., Secret Stash Games",Action,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
282,Eternal Sonata,PlayStation 3,2,Role-Playing (RPG),Namco,80,0.14,24.95,M,38.15,117.95,33.7,132,23.95,70.66666667,132.85,60.76666667,14,48.85,41.3,67.68333333,39.45,50,31.68333333,29.13333333,43.16666667,30,68,20.78333333,0.14,2008,Namco Bandai Games Inc.,Role-Playing (RPG),0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
283,Eternal Sonata,X360,1,Role-Playing (RPG),Namco,79,0.15,27.95,M,38.15,117.95,33.7,132,23.95,70.66666667,132.85,60.76666667,14,48.85,41.3,67.68333333,39.45,50,31.68333333,29.13333333,43.16666667,30,68,20.78333333,0.15,2007,"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS, Namco Bandai Games Inc.",Role-Playing (RPG),0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,Etrian Odyssey II: Heroes of Lagaard,Nintendo DS,1,Role-Playing (RPG),,82,0.07,24.95,T,55.48333333,63.31666667,53.8,10,48.01666667,72,72,72,1,72,67.45,68.71666667,67.45,2,66.16666667,49.7,56.16666667,45,7,44.36666667,0.07,2008,"Atlus Co., Ltd., Atlus U.S.A., Inc.",Role-Playing (RPG),1,0,4,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
285,Etrian Odyssey,Nintendo DS,1,Role-Playing (RPG),Nintendo,75,0.19,24.95,E,60.81666667,98.33333333,54.05,24,40.71666667,92.11666667,113.6833333,84.15,4,74.56666667,58.88333333,72.75,68.5,9,43.83333333,51,56.75,50,11,45.25,0.19,2007,"Atlus Co., Ltd., Atlus U.S.A., Inc., Nintendo of Europe GmbH",Role-Playing (RPG),0,0,3,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
286,Every Extend Extra,Sony PSP,1,Action,,74,0.06,11.95,E,12,12,12,1,12,0,0,0,0,0,0,0,0,0,0,12,12,12,1,12,0.06,2006,"Buena Vista Games, Inc.",Action,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
287,Excite Truck,Nintendo Wii,2,Racing / Driving,Nintendo,72,0.4,19.95,M,15.85,19.95,14,7,10.95,24.33333333,24.83333333,25,3,23.83333333,12,13,12,2,11,7,7,7,2,7,0.4,2006,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",Racing / Driving,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
288,Exit,Sony PSP,1,Action,Ubisoft,77,0.05,9.95,E,6,6,6,2,6,0,0,0,0,0,0,0,0,0,0,6,6,6,2,6,0.05,2005,"Taito Corporation, Ubisoft Entertainment SA, Ubisoft, Inc.",Action,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
289,F.E.A.R. Files,X360,1,Action,,66,0.06,17.95,E,11.58333333,15.38333333,10,9,9.883333333,0,0,0,0,0,13.75,16.5,12.25,3,11,10.5,12.11666667,10,6,9.616666667,0.06,2007,"Sierra Entertainment, Inc., Vivendi Universal Games, Inc.",Action,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
290,F.E.A.R.: First Encounter Assault Recon,PlayStation 3,1,Action,,72,0.18,17.95,T,9.4,18.6,9,557,6.6,11.9,17.43333333,11.86666667,62,8.383333333,10.93333333,19.25,10.06666667,106,7.983333333,8.583333333,13.25,8.416666667,389,6.25,0.18,2007,"Sierra Entertainment, Inc.",Action,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
291,F.E.A.R.: First Encounter Assault Recon,X360,1,Action,,85,0.32,17.95,E,9.4,18.6,9,557,6.6,11.9,17.43333333,11.86666667,62,8.383333333,10.93333333,19.25,10.06666667,106,7.983333333,8.583333333,13.25,8.416666667,389,6.25,0.32,2006,"Sierra Entertainment, Inc., Vivendi Universal Games, Inc.",Action,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
292,Fable II,X360,1,Role-Playing (RPG),Microsoft,89,2.55,17.95,E,25.15,128.7833333,20,207,14.23333333,61.75,146.2833333,53.36666667,28,35.28333333,24.1,38.75,23.4,105,15.73333333,12.81666667,18.7,12,74,9.15,2.55,2008,Microsoft Games Studios,Role-Playing (RPG),1,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
293,Facebreaker,PlayStation 3,2,Sports,,53,0.12,14.95,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,2008,EA Swiss S…rl,Sports,0,0,2,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
294,Facebreaker,X360,2,Sports,EA,54,0.16,12.95,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,2008,"EA Swiss S…rl, Electronic Arts, Inc.",Sports,0,0,3,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
295,Fading Shadows,Sony PSP,1,"Action,Adventure",,62,0.03,17.95,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,2008,"Agetec, Inc., Ivolgamus UAB","Action, Adventure",0,0,4,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
296,Fallout 3,PlayStation 3,1,"Action,Role-Playing (RPG)",,90,1.48,17.95,M,60.06666667,476.2666667,45,790,28.76666667,124.7333333,416.2666667,112.3166667,146,72.26666667,61.76666667,478.9333333,54,361,35.15,24.55,86.63333333,22,283,14.13333333,1.48,2008,"Bethesda Softworks LLC, ZeniMax Europe Ltd.","Action, Role-Playing (RPG)",1,0,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
297,Fallout 3,X360,1,"Action,Role-Playing (RPG)",,93,2.44,17.95,T,60.06666667,476.2666667,45,790,28.76666667,124.7333333,416.2666667,112.3166667,146,72.26666667,61.76666667,478.9333333,54,361,35.15,24.55,86.63333333,22,283,14.13333333,2.44,2008,"Bethesda Softworks LLC, ZeniMax Europe Ltd.","Action, Role-Playing (RPG)",1,0,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
298,Family Guy Video Game!,Sony PSP,1,Action,2K,51,0.19,19.95,M,6.1,7.483333333,5.883333333,5,4.983333333,0,0,0,0,0,0,0,0,0,0,6.1,7.483333333,5.883333333,5,4.983333333,0.19,2006,2K Games,Action,0,0,2,4,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
299,Fantastic Four: Rise of the Silver Surfer,Nintendo DS,1,Action,2K,35,0.04,14.95,E,7.6,9.5,6.416666667,7,5.683333333,0,0,0,0,0,10.33333333,11.08333333,10,3,9.583333333,5.566666667,6.033333333,5.75,4,5.016666667,0.04,2007,2K Games,Action,1,0,3,9,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300,Fantastic Four: Rise of the Silver Surfer,Nintendo Wii,4,Action,2K,39,0.04,12.95,E,7.6,9.5,6.416666667,7,5.683333333,0,0,0,0,0,10.33333333,11.08333333,10,3,9.583333333,5.566666667,6.033333333,5.75,4,5.016666667,0.04,2007,2K Games,Action,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
