,Title,Console,Max_Players,Genres,Publisher,Review_Score,US_Sales,Used_Price,Release.Rating,Length.All.PlayStyles.Average,Length.All.PlayStyles.Leisure,Length.All.PlayStyles.Median,Length.All.PlayStyles.Polled,Length.All.PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Polled,Length.Completionists.Rushed,Length.Main...Extras.Average,Length.Main...Extras.Leisure,Length.Main...Extras.Median,Length.Main...Extras.Polled,Length.Main...Extras.Rushed,Length.Main.Story.Average,Length.Main.Story.Leisure,Length.Main.Story.Median,Length.Main.Story.Polled,Length.Main.Story.Rushed,US_Sales_millions,YearReleased,Publishers,Genre,Sequel,Re.release,Lifecycle,LifecycleSq,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform,GBA,GCN,NDS,Wii,PS2,PS3,PSP,Xbox,X360,Action,Adventure,Educational,Racing,RPG,Simulation,Sports,Strategy,X2K,Acclaim,Activision,Atari,Capcom,Disney,Eidos,EA,Infograme,Konami,Microsoft,Midway,Namco,Nintendo,Rockstar,Sony,Sega,THQ,SquareEnix,Ubisoft,Adult,Anime,Arcade,Battlemech,Boardgame,Cards,Casino,Chess,Comics,Cyberpunk,Detective,Fighting,Flight,Gameshow,Helicoptor,HistoricalBattle,Horror,InteractiveFiction,InteractiveFictionGraphics,InteractiveMovie,Managerial,MartialArts,MedievalFantasy,Meditative,MentalTraining,Naval,Paddle,PersistentUniverse,Pinball,PostApocalyptic,Puzzle,RealTime,RhythmAction,SciFi,Shooter,Spy,Stealth,SurvivalHorror,Tank,Train,TurnBased,VideoBackdrop,VisualNovel,Ecology,Language,Geography,Graphics,Health,History,Maths,Music,PreSchool,Reading,Religion,Science,Sociology,Typing,AmericanFootball,Basketball,Baseball,Boxing,Bowling,Cricket,Fishing,Cycling,Golf,Hockey,Horse,Hunting,Motorcycle,OffRoad,Olympiad,Paintball,PingPong,Pool,Rugby,Sailing,Skateboarding,Snowboarding,Soccer,Surfing,Tennis,Tricks,Volleyball,Wakeboarding,Wrestling,FirstPerson,Platform,Isometric,SideScrolling,TopDown,ThirdPerson
1003,The King of Fighters Collection: The Orochi Saga,Sony PSP,1,Action,,61,0.07,17.95,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,2008,SNK Playmore USA Corp.,Action,1,1,4,16,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1004,The Last Remnant,X360,1,Role-Playing (RPG),SquareEnix,66,0.23,14.95,T,87.28333333,151.5666667,75,73,55.56666667,151.3333333,186.3333333,150,13,127.3333333,79.25,118.55,75,41,54.36666667,60.78333333,80.93333333,63,19,45.93333333,0.23,2008,"Square Enix Co., Ltd., Square Enix, Inc.",Role-Playing (RPG),0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1005,The Legend of Heroes II: Prophecy of the Moonli...,Sony PSP,1,Role-Playing (RPG),Namco,63,0.04,17.95,E,24.7,29.36666667,22.8,8,20.91666667,35,35,35,1,35,22.5,23.75,22.5,2,21.25,23.53333333,26.03333333,20.61666667,5,20.08333333,0.04,2006,Namco Bandai Games America Inc.,Role-Playing (RPG),1,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,The Legend of Heroes III: Song of the Ocean,Sony PSP,1,Role-Playing (RPG),Namco,58,0.03,17.95,T,49.88333333,57.46666667,50,4,42.25,65,65,65,1,65,0,0,0,0,0,44.85,52.45,35,3,37.25,0.03,2007,Namco Bandai Games America Inc.,Role-Playing (RPG),1,0,3,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1007,The Legend of Heroes: A Tear of Vermillion,Sony PSP,1,Role-Playing (RPG),,68,0.08,17.95,T,31.28333333,38.76666667,29.83333333,9,26.76666667,38.5,41.75,38.5,2,35.25,31.43333333,38.33333333,27.88333333,4,26.33333333,26.26666667,27.73333333,25,3,24.81666667,0.08,2005,"Bandai Co., Ltd., Bandai Games Inc.",Role-Playing (RPG),0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1008,The Legend of Kage 2,Nintendo DS,1,Action,SquareEnix,70,0.03,14.95,E,3.333333333,3.333333333,3.333333333,1,3.333333333,0,0,0,0,0,0,0,0,0,0,3.333333333,3.333333333,3.333333333,1,3.333333333,0.03,2008,"Square Enix, Inc., Square Enix, Ltd.",Action,1,0,4,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1009,The Legend of Zelda: Phantom Hourglass,Nintendo DS,1,Action,Nintendo,90,1.92,24.95,E,20.21666667,40.18333333,19.4,153,14.65,30.33333333,44.11666667,25,21,23.61666667,20.81666667,32.58333333,20,70,15.2,16.1,20.6,15.56666667,62,12.66666667,1.92,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",Action,1,0,3,9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1010,The Legend of Zelda: Twilight Princess,Nintendo Wii,1,"Action,Role-Playing (RPG)",Nintendo,95,3.33,39.95,M,45.6,75.23333333,43,528,32,55.3,77.45,54.53333333,106,38.95,47.6,76.55,46.23333333,241,33.45,37.26666667,58.95,37,181,28.41666667,3.33,2006,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH","Action, Role-Playing (RPG)",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1011,The Legendary Starfy,Nintendo DS,1,"Action,Adventure",Nintendo,75,0.5,24.95,E,14.25,18.53333333,9.9,11,9.033333333,21.38333333,22.9,20.25,5,19.58333333,8.65,9.266666667,8.65,2,8.033333333,8.133333333,8.95,8.5,4,7.15,0.5,2008,"Nintendo Co., Ltd., Nintendo of America Inc.","Action, Adventure",0,0,4,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1012,The Lord of the Rings: Tactics,Sony PSP,1,"Role-Playing (RPG),Strategy",EA,64,0.11,19.95,M,5,5,5,1,5,0,0,0,0,0,0,0,0,0,0,5,5,5,1,5,0.11,2005,"Electronic Arts, Inc.","Role-Playing (RPG), Strategy",0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1013,The Lord of the Rings: The Battle for Middle Ea...,X360,1,Strategy,EA,79,0.27,19.95,T,20.43333333,34.25,16.58333333,22,14.75,27.85,38.2,25,8,19.46666667,18.88333333,20.33333333,20,5,17.8,14.71666667,19.3,14.5,9,12.8,0.27,2006,"Electronic Arts, Inc.",Strategy,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1014,The Orange Box,X360,1,Action,,96,1.06,17.95,E,34.01666667,113.75,29,33,24.45,87.5,133.5,54.5,4,58,26.61666667,29.4,27,15,23.9,26.65,31.35,28.75,14,22.55,1.06,2007,Valve Corporation,Action,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1015,The Outfit,X360,2,Action,THQ,70,0.23,14.95,E,7.866666667,7.933333333,7.866666667,2,7.8,0,0,0,0,0,7.75,7.75,7.75,1,7.75,8,8,8,1,8,0.23,2006,THQ Inc.,Action,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1016,The Rub Rabbits!,Nintendo DS,2,"Action,Adventure",Sega,68,0.02,17.95,M,3.166666667,3.866666667,2.333333333,3,2.45,0,0,0,0,0,3.666666667,4.333333333,3.666666667,2,3,2.166666667,2.166666667,2.166666667,1,2.166666667,0.02,2005,"SEGA Corporation, SEGA Europe Ltd., SEGA of America, Inc.","Action, Adventure",0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
1017,The Settlers,Nintendo DS,1,Strategy,Ubisoft,39,0.09,17.95,T,7.183333333,9.5,4.833333333,3,4.866666667,13,13,13,1,13,4.833333333,4.833333333,4.833333333,1,4.833333333,3.75,3.75,3.75,1,3.75,0.09,2007,"ak tronic Software & Services GmbH, Ubisoft Entertainment SA",Strategy,0,1,3,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1018,The Simpsons Game,Nintendo DS,1,Action,EA,69,0.6,17.95,M,1.033333333,2.4,1,35,0.716666667,1.483333333,2.516666667,1,7,0.9,0,0,0,0,0,0.933333333,1.45,0.866666667,28,0.65,0.6,2007,"Electronic Arts, Inc.",Action,0,0,3,9,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1019,The Simpsons Game,Nintendo Wii,2,Action,EA,64,0.47,17.95,T,1.033333333,2.4,1,35,0.716666667,1.483333333,2.516666667,1,7,0.9,0,0,0,0,0,0.933333333,1.45,0.866666667,28,0.65,0.47,2007,"Electronic Arts, Inc.",Action,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1020,The Simpsons Game,PlayStation 3,2,Action,EA,71,0.39,17.95,E,1.033333333,2.4,1,35,0.716666667,1.483333333,2.516666667,1,7,0.9,0,0,0,0,0,0.933333333,1.45,0.866666667,28,0.65,0.39,2007,"Electronic Arts, Inc.",Action,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1021,The Simpsons Game,Sony PSP,1,Action,EA,59,0.23,16.95,M,1.033333333,2.4,1,35,0.716666667,1.483333333,2.516666667,1,7,0.9,0,0,0,0,0,0.933333333,1.45,0.866666667,28,0.65,0.23,2007,"Electronic Arts, Inc.",Action,0,0,3,9,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1022,The Simpsons Game,X360,2,Action,EA,71,0.55,17.95,T,1.033333333,2.4,1,35,0.716666667,1.483333333,2.516666667,1,7,0.9,0,0,0,0,0,0.933333333,1.45,0.866666667,28,0.65,0.55,2007,"Electronic Arts, Inc.",Action,0,0,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1023,The Sims 2,Nintendo DS,1,"Role-Playing (RPG),Simulation",EA,70,0.83,17.95,M,55.93333333,122.7,34.91666667,20,29.7,200,200,200,1,200,61.55,90.38333333,60,7,42,40.66666667,77.9,30.98333333,12,24.9,0.83,2005,"Electronic Arts, Inc.","Role-Playing (RPG), Simulation",1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1024,The Sims 2,Sony PSP,1,"Simulation,Strategy",EA,65,0.46,14.95,T,55.93333333,122.7,34.91666667,20,29.7,200,200,200,1,200,61.55,90.38333333,60,7,42,40.66666667,77.9,30.98333333,12,24.9,0.46,2005,"Electronic Arts, Inc.","Simulation, Strategy",1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1025,The Sims 2: Apartment Pets,Nintendo DS,1,Simulation,EA,50,0.33,17.95,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,2008,"Electronic Arts, Inc.",Simulation,1,0,4,16,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1026,The Sims 2: Castaway,Nintendo DS,1,Simulation,EA,66,0.66,16.95,M,8,8,8,1,8,0,0,0,0,0,8,8,8,1,8,0,0,0,0,0,0.66,2007,"ak tronic Software & Services GmbH, Electronic Arts, Inc.",Simulation,1,0,3,9,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1027,The Sims 2: Castaway,Nintendo Wii,1,Simulation,EA,73,0.45,17.95,T,8,8,8,1,8,0,0,0,0,0,8,8,8,1,8,0,0,0,0,0,0.45,2007,"Electronic Arts, Inc.",Simulation,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1028,The Sims 2: Castaway,Sony PSP,1,Simulation,EA,64,0.08,17.95,T,8,8,8,1,8,0,0,0,0,0,8,8,8,1,8,0,0,0,0,0,0.08,2007,"Electronic Arts, Inc.",Simulation,1,0,3,9,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1029,The Sims 2: Pets,Nintendo DS,1,Simulation,EA,49,0.97,14.95,T,27.7,31.55,27.7,2,23.85,0,0,0,0,0,27.7,31.55,27.7,2,23.85,0,0,0,0,0,0.97,2006,"Electronic Arts, Inc.",Simulation,1,0,2,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1030,The Sims 2: Pets,Nintendo Wii,1,Simulation,EA,65,0.43,22.95,T,27.7,31.55,27.7,2,23.85,0,0,0,0,0,27.7,31.55,27.7,2,23.85,0,0,0,0,0,0.43,2007,"Electronic Arts, Inc.",Simulation,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1031,The Sims 2: Pets,Sony PSP,1,Simulation,EA,57,0.21,17.95,T,27.7,31.55,27.7,2,23.85,0,0,0,0,0,27.7,31.55,27.7,2,23.85,0,0,0,0,0,0.21,2006,"Electronic Arts, Inc.",Simulation,1,0,2,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1032,The Spiderwick Chronicles,Nintendo DS,1,Role-Playing (RPG),,60,0.06,12.95,E,5.333333333,6.583333333,5,3,4.083333333,0,0,0,0,0,8,8,8,1,8,4,4.5,4,2,3.5,0.06,2008,"Sierra Entertainment, Inc.",Role-Playing (RPG),0,0,4,16,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
