,Title,Console,Max_Players,Genres,Publishers,Review_Score,US_Sales,Used_Price,Release.Rating,Length.All.PlayStyles.Average,Length.All.PlayStyles.Leisure,Length.All.PlayStyles.Median,Length.All.PlayStyles.Polled,Length.All.PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Polled,Length.Completionists.Rushed,Length.Main...Extras.Average,Length.Main...Extras.Leisure,Length.Main...Extras.Median,Length.Main...Extras.Polled,Length.Main...Extras.Rushed,Length.Main.Story.Average,Length.Main.Story.Leisure,Length.Main.Story.Median,Length.Main.Story.Polled,Length.Main.Story.Rushed,US.Sales..millions.,YearReleased,Publisher,Sequel,Re.release,Lifecycle,LifecycleSq,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform,GBA,GCN,NDS,Wii,PS2,PS3,PSP,Xbox,X360,Action,Adventure,Educational,Racing,RPG,Simulation,Sports,Strategy,X2K,Acclaim,Activision,Atari,Capcom,Disney,Eidos,EA,Infograme,Konami,Microsoft,Midway,Namco,Nintendo,Rockstar,Sony,Sega,THQ,SquareEnix,Ubisoft,Adult,Anime,Arcade,Battlemech,Boardgame,Cards,Casino,Chess,Comics,Cyberpunk,Detective,Fighting,Flight,Helicoptor,HistoricalBattle,Horror,InteractiveFiction,InteractiveFictionGraphics,InteractiveMovie,Managerial,MartialArts,MedievalFantasy,Meditative,MentalTraining,Naval,Paddle,PersistentUniverse,Pinball,PostApocalyptic,Puzzle,RealTime,RhythmAction,SciFi,Shooter,Spy,Stealth,SurvivalHorror,Tank,Train,TurnBased,VideoBackdrop,VisualNovel,Ecology,Language,Geography,Graphics,Health,History,Maths,Music,PreSchool,Reading,Religion,Science,Sociology,Typing,AmericanFootball,Basketball,Baseball,Boxing,Bowling,Cricket,Fishing,Cycling,Golf,Hockey,Horse,Hunting,Motorcycle,OffRoad,Olympiad,Paintball,PingPong,Pool,Rugby,Sailing,Skateboarding,Snowboarding,Soccer,Surfing,Tennis,Tricks,Volleyball,Wakeboarding,Wrestling,FirstPerson,Platform,Isometric,SideScrolling,TopDown,ThirdPerson
108,Dragon Quest V: Hand of the Heavenly Bride,Nintendo DS,1,Role-Playing (RPG),SquareEnix,84,0.12,29.95,T,34.83333333,59.2,34,121,25.31666667,44.63333333,47.86666667,44.86666667,5,42.36666667,38.73333333,60.75,36.31666667,54,30.1,30.65,40.63333333,30,62,23.26666667,0.12,2008,"Square Enix Co., Ltd., Square Enix, Inc., Square Enix, Ltd.",1,1,4,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,Drawn to Life,Nintendo DS,1,Action,THQ,73,0.75,17.95,T,13.71666667,14.11666667,14,3,13.31666667,12.8,12.8,12.8,1,12.8,14,14,14,1,14,14.36666667,14.36666667,14.36666667,1,14.36666667,0.75,2007,"Agatsuma Entertainment Co., Ltd., THQ Inc.",0,0,3,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
110,Dungeon Siege: Throne of Agony,Sony PSP,1,Role-Playing (RPG),2K,74,0.13,24.95,E,17.6,18.6,16.83333333,5,16.83333333,16.83333333,16.83333333,16.83333333,1,16.83333333,18.38333333,19.18333333,18.38333333,2,17.58333333,17.21666667,17.6,17.21666667,2,16.83333333,0.13,2006,2K Games,1,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
111,Dynasty Warriors: Gundam,PlayStation 3,2,Action,Namco,60,0.15,22.95,E,62.06666667,94.35,50.8,16,32.71666667,100.8833333,116.6,101,6,80.5,49.75,66.3,47.5,4,34.3,31.46666667,42.93333333,37.06666667,6,21.63333333,0.15,2007,"Namco Bandai Games America Inc., Namco Bandai Games Inc.",1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,Dynasty Warriors: Gundam,X360,2,Action,Namco,55,0.15,22.95,M,62.06666667,94.35,50.8,16,32.71666667,100.8833333,116.6,101,6,80.5,49.75,66.3,47.5,4,34.3,31.46666667,42.93333333,37.06666667,6,21.63333333,0.15,2007,"Namco Bandai Games America Inc., Namco Bandai Games Inc.",1,0,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,Earth Defense Force 2017,X360,2,Action,,69,0.03,17.95,T,22.46666667,45.86666667,11,23,12.05,60.5,60.75,60.5,2,60.25,33.5,51.5,22.5,8,19,9.85,12.45,10,13,8.633333333,0.03,2006,"D3Publisher Inc., D3Publisher of America, Inc., D3Publisher of Europe Ltd.",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,Elite Beat Agents,Nintendo DS,1,Action,Nintendo,87,0.27,9.95,M,10.26666667,26.18333333,4.5,51,4.183333333,30.45,38.85,35,11,20.35,6.4,10.3,4.5,10,3.55,4.15,6.033333333,4,30,2.533333333,0.27,2006,"Nintendo Co., Ltd., Nintendo France SARL, Nintendo of America Inc., Nintendo of Europe GmbH",0,0,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,Enchanted Arms,PlayStation 3,1,Role-Playing (RPG),Ubisoft,64,0.18,17.95,E,43.28333333,70.81666667,40,51,29.81666667,52.4,74.95,47.45,22,34.36666667,43.65,71.66666667,43.03333333,19,30.83333333,22.48333333,25.26666667,21.83333333,10,20.06666667,0.18,2007,"FromSoftware, Inc., Ubisoft Entertainment SA, Ubisoft, Inc.",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,Enchanted Arms,X360,1,Role-Playing (RPG),Ubisoft,69,0.15,17.95,E,43.28333333,70.81666667,40,51,29.81666667,52.4,74.95,47.45,22,34.36666667,43.65,71.66666667,43.03333333,19,30.83333333,22.48333333,25.26666667,21.83333333,10,20.06666667,0.15,2006,"Ubisoft Entertainment SA, Ubisoft, Inc.",0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,Eternal Sonata,PlayStation 3,2,Role-Playing (RPG),Namco,80,0.14,24.95,M,38.15,117.95,33.7,132,23.95,70.66666667,132.85,60.76666667,14,48.85,41.3,67.68333333,39.45,50,31.68333333,29.13333333,43.16666667,30,68,20.78333333,0.14,2008,Namco Bandai Games Inc.,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,Eternal Sonata,X360,1,Role-Playing (RPG),Namco,79,0.15,27.95,M,38.15,117.95,33.7,132,23.95,70.66666667,132.85,60.76666667,14,48.85,41.3,67.68333333,39.45,50,31.68333333,29.13333333,43.16666667,30,68,20.78333333,0.15,2007,"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS, Namco Bandai Games Inc.",0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,Etrian Odyssey II: Heroes of Lagaard,Nintendo DS,1,Role-Playing (RPG),,82,0.07,24.95,T,55.48333333,63.31666667,53.8,10,48.01666667,72,72,72,1,72,67.45,68.71666667,67.45,2,66.16666667,49.7,56.16666667,45,7,44.36666667,0.07,2008,"Atlus Co., Ltd., Atlus U.S.A., Inc.",1,0,4,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
120,Etrian Odyssey,Nintendo DS,1,Role-Playing (RPG),Nintendo,75,0.19,24.95,E,60.81666667,98.33333333,54.05,24,40.71666667,92.11666667,113.6833333,84.15,4,74.56666667,58.88333333,72.75,68.5,9,43.83333333,51,56.75,50,11,45.25,0.19,2007,"Atlus Co., Ltd., Atlus U.S.A., Inc., Nintendo of Europe GmbH",0,0,3,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
121,Excite Truck,Nintendo Wii,2,Racing / Driving,Nintendo,72,0.4,19.95,M,15.85,19.95,14,7,10.95,24.33333333,24.83333333,25,3,23.83333333,12,13,12,2,11,7,7,7,2,7,0.4,2006,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Canada Ltd., Nintendo of Europe GmbH",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
122,F.E.A.R.: First Encounter Assault Recon,PlayStation 3,1,Action,,72,0.18,17.95,T,9.4,18.6,9,557,6.6,11.9,17.43333333,11.86666667,62,8.383333333,10.93333333,19.25,10.06666667,106,7.983333333,8.583333333,13.25,8.416666667,389,6.25,0.18,2007,"Sierra Entertainment, Inc.",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
123,F.E.A.R.: First Encounter Assault Recon,X360,1,Action,,85,0.32,17.95,E,9.4,18.6,9,557,6.6,11.9,17.43333333,11.86666667,62,8.383333333,10.93333333,19.25,10.06666667,106,7.983333333,8.583333333,13.25,8.416666667,389,6.25,0.32,2006,"Sierra Entertainment, Inc., Vivendi Universal Games, Inc.",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
124,Fable II,X360,1,Role-Playing (RPG),Microsoft,89,2.55,17.95,E,25.15,128.7833333,20,207,14.23333333,61.75,146.2833333,53.36666667,28,35.28333333,24.1,38.75,23.4,105,15.73333333,12.81666667,18.7,12,74,9.15,2.55,2008,Microsoft Games Studios,1,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
125,Fallout 3,PlayStation 3,1,"Action,Role-Playing (RPG)",,90,1.48,17.95,M,60.06666667,476.2666667,45,790,28.76666667,124.7333333,416.2666667,112.3166667,146,72.26666667,61.76666667,478.9333333,54,361,35.15,24.55,86.63333333,22,283,14.13333333,1.48,2008,"Bethesda Softworks LLC, ZeniMax Europe Ltd.",1,0,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
126,Fallout 3,X360,1,"Action,Role-Playing (RPG)",,93,2.44,17.95,T,60.06666667,476.2666667,45,790,28.76666667,124.7333333,416.2666667,112.3166667,146,72.26666667,61.76666667,478.9333333,54,361,35.15,24.55,86.63333333,22,283,14.13333333,2.44,2008,"Bethesda Softworks LLC, ZeniMax Europe Ltd.",1,0,3,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
127,Far Cry 2,PlayStation 3,1,Action,Ubisoft,85,0.43,19.95,T,26,78.25,23,235,15.25,40.4,64.76666667,39.31666667,32,27.16666667,29.15,79.78333333,26,110,18.78333333,17.31666667,28.56666667,17,93,11.56666667,0.43,2008,"Ubisoft Entertainment SA, Ubisoft, Inc.",1,0,2,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
128,Far Cry 2,X360,1,Action,Ubisoft,85,0.73,19.95,T,26,78.25,23,235,15.25,40.4,64.76666667,39.31666667,32,27.16666667,29.15,79.78333333,26,110,18.78333333,17.31666667,28.56666667,17,93,11.56666667,0.73,2008,"Ubisoft Entertainment SA, Ubisoft, Inc.",1,0,3,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
129,Far Cry: Instincts - Predator,X360,4,Action,Ubisoft,78,0.19,17.95,E,18.76666667,23.41666667,17.91666667,7,16.33333333,20,20,20,1,20,21.4,24.1,18,3,18.71666667,15.73333333,16.63333333,14.98333333,3,14.85,0.19,2006,"Ubisoft Entertainment SA, Ubisoft, Inc.",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
130,FIFA Street 2,Sony PSP,1,Sports,EA,58,0.07,17.95,T,25.71666667,33.91666667,20,6,20.91666667,31.78333333,38.03333333,30.36666667,3,25.53333333,20,20,20,1,20,19.5,19.75,19.5,2,19.25,0.07,2006,"Electronic Arts, Inc.",1,0,2,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
131,Fight Night Round 3,PlayStation 3,2,"Action,Sports",EA,83,0.86,13.95,T,11.18333333,13.03333333,11,21,7.8,10.58333333,12.26666667,10.5,6,7.533333333,12.5,13.75,12.5,4,11.25,11.03333333,13,11,11,10,0.86,2006,"Electronic Arts, Inc.",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,Fight Night Round 3,Sony PSP,2,"Action,Simulation,Sports",EA,74,0.48,16.95,T,11.18333333,13.03333333,11,21,7.8,10.58333333,12.26666667,10.5,6,7.533333333,12.5,13.75,12.5,4,11.25,11.03333333,13,11,11,10,0.48,2006,"Electronic Arts, Inc.",1,0,2,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,Fight Night Round 3,X360,2,"Action,Sports",EA,86,1.4,14.95,E,11.18333333,13.03333333,11,21,7.8,10.58333333,12.26666667,10.5,6,7.533333333,12.5,13.75,12.5,4,11.25,11.03333333,13,11,11,10,1.4,2006,"Electronic Arts, Inc.",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134,Final Fantasy Fables: Chocobo's Dungeon,Nintendo Wii,1,"Action,Role-Playing (RPG)",SquareEnix,76,0.09,17.95,M,28.16666667,39.45,25,9,23.78333333,38.65,45.48333333,38.65,2,31.81666667,29.21666667,31.41666667,31.88333333,3,27,22.13333333,23.43333333,21.16666667,4,21.31666667,0.09,2008,"Square Enix, Inc., Square Enix, Ltd.",1,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135,Final Fantasy Fables: Chocobo Tales,Nintendo DS,1,Action,SquareEnix,75,0.1,17.95,M,17.2,27.56666667,12.25,17,11.06666667,26.1,32.46666667,22.95,7,21.08333333,14.46666667,16.31666667,12,3,12.61666667,9.45,10.83333333,9.383333333,7,8.416666667,0.1,2007,"Square Enix, Inc., Square Enix, Ltd.",1,0,3,9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,Final Fantasy II,Sony PSP,1,Role-Playing (RPG),SquareEnix,63,0.31,17.95,E,29.93333333,64.48333333,28,151,21.08333333,45.45,72.38333333,44.13333333,19,31.65,33.08333333,45.86666667,30.43333333,41,25.11666667,25.26666667,41.78333333,25,91,19.16666667,0.31,2007,"Square Enix Co., Ltd., Square Enix, Ltd.",1,1,3,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
