,Title,Console,Max_Players,Genres,Publishers,Review_Score,US_Sales,Used_Price,Release.Rating,Length.All.PlayStyles.Average,Length.All.PlayStyles.Leisure,Length.All.PlayStyles.Median,Length.All.PlayStyles.Polled,Length.All.PlayStyles.Rushed,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Median,Length.Completionists.Polled,Length.Completionists.Rushed,Length.Main...Extras.Average,Length.Main...Extras.Leisure,Length.Main...Extras.Median,Length.Main...Extras.Polled,Length.Main...Extras.Rushed,Length.Main.Story.Average,Length.Main.Story.Leisure,Length.Main.Story.Median,Length.Main.Story.Polled,Length.Main.Story.Rushed,US.Sales..millions.,YearReleased,Publisher,Sequel,Re.release,Lifecycle,LifecycleSq,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform,GBA,GCN,NDS,Wii,PS2,PS3,PSP,Xbox,X360,Action,Adventure,Educational,Racing,RPG,Simulation,Sports,Strategy,X2K,Acclaim,Activision,Atari,Capcom,Disney,Eidos,EA,Infograme,Konami,Microsoft,Midway,Namco,Nintendo,Rockstar,Sony,Sega,THQ,SquareEnix,Ubisoft,Adult,Anime,Arcade,Battlemech,Boardgame,Cards,Casino,Chess,Comics,Cyberpunk,Detective,Fighting,Flight,Helicoptor,HistoricalBattle,Horror,InteractiveFiction,InteractiveFictionGraphics,InteractiveMovie,Managerial,MartialArts,MedievalFantasy,Meditative,MentalTraining,Naval,Paddle,PersistentUniverse,Pinball,PostApocalyptic,Puzzle,RealTime,RhythmAction,SciFi,Shooter,Spy,Stealth,SurvivalHorror,Tank,Train,TurnBased,VideoBackdrop,VisualNovel,Ecology,Language,Geography,Graphics,Health,History,Maths,Music,PreSchool,Reading,Religion,Science,Sociology,Typing,AmericanFootball,Basketball,Baseball,Boxing,Bowling,Cricket,Fishing,Cycling,Golf,Hockey,Horse,Hunting,Motorcycle,OffRoad,Olympiad,Paintball,PingPong,Pool,Rugby,Sailing,Skateboarding,Snowboarding,Soccer,Surfing,Tennis,Tricks,Volleyball,Wakeboarding,Wrestling,FirstPerson,Platform,Isometric,SideScrolling,TopDown,ThirdPerson
398,SoulCalibur IV,PlayStation 3,2,Action,"Namco,Ubisoft",85,0.65,22.95,E,10.08333333,75.26666667,5,45,3.866666667,55.5,93.61666667,33,4,28.61666667,9.933333333,14.98333333,10,15,6.983333333,3.183333333,7.35,2.25,26,1.45,0.65,2008,"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS, Ubisoft Entertainment SA",1,0,2,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
399,SoulCalibur IV,X360,2,Action,Namco,85,0.87,19.95,E,10.08333333,75.26666667,5,45,3.866666667,55.5,93.61666667,33,4,28.61666667,9.933333333,14.98333333,10,15,6.983333333,3.183333333,7.35,2.25,26,1.45,0.87,2008,"Namco Bandai Games America Inc., Namco Bandai Games Europe SAS",1,0,3,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400,Spectrobes,Nintendo DS,1,"Action,Strategy",,63,0.68,14.95,E,22.01666667,26.01666667,22.06666667,3,18.01666667,26.03333333,28.01666667,26.03333333,2,24.05,14,14,14,1,14,0,0,0,0,0,0.68,2007,"ak tronic Software & Services GmbH, Buena Vista Games, Inc.",0,0,3,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401,Spider-Man 2,Nintendo DS,1,Action,Activision,61,0.45,14.95,E,13.25,48.38333333,10,37,7.066666667,72.56666667,78.86666667,72.56666667,2,66.28333333,12.76666667,17.31666667,12.5,12,10.48333333,8.35,11.08333333,8,23,5.333333333,0.45,2004,"Activision Asia-Pacific, Activision Deutschland GmbH, Activision Publishing, Inc., Activision (UK) Limited, ATVI France SARL, Taito Corporation",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
402,Spider-Man 2,Sony PSP,1,Action,Activision,67,0.38,14.95,M,13.25,48.38333333,10,37,7.066666667,72.56666667,78.86666667,72.56666667,2,66.28333333,12.76666667,17.31666667,12.5,12,10.48333333,8.35,11.08333333,8,23,5.333333333,0.38,2005,"Activision Publishing, Inc.",1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,Spider-Man 3,Nintendo DS,1,Action,Activision,79,0.44,16.95,M,10.83333333,16.28333333,10.31666667,18,7.883333333,10.81666667,10.81666667,10.81666667,1,10.81666667,12.55,16.96666667,11.31666667,7,10.96666667,9.633333333,12.48333333,9.666666667,10,7.416666667,0.44,2007,"Activision Publishing, Inc.",1,0,3,9,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
404,Spider-Man 3,Nintendo Wii,1,Action,Activision,53,0.45,14.95,T,10.83333333,16.28333333,10.31666667,18,7.883333333,10.81666667,10.81666667,10.81666667,1,10.81666667,12.55,16.96666667,11.31666667,7,10.96666667,9.633333333,12.48333333,9.666666667,10,7.416666667,0.45,2007,"Activision Publishing, Inc.",1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
405,Spider-Man 3,PlayStation 3,1,Action,Activision,60,0.27,17.95,E,10.83333333,16.28333333,10.31666667,18,7.883333333,10.81666667,10.81666667,10.81666667,1,10.81666667,12.55,16.96666667,11.31666667,7,10.96666667,9.633333333,12.48333333,9.666666667,10,7.416666667,0.27,2007,"Activision Deutschland GmbH, Activision Publishing, Inc.",1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
406,Spider-Man 3,Sony PSP,1,Action,Ubisoft,58,0.01,6.95,M,10.83333333,16.28333333,10.31666667,18,7.883333333,10.81666667,10.81666667,10.81666667,1,10.81666667,12.55,16.96666667,11.31666667,7,10.96666667,9.633333333,12.48333333,9.666666667,10,7.416666667,0.01,2006,"Ubisoft Entertainment SA, Ubisoft, Inc.",1,0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
407,Spider-Man 3,X360,1,Action,Activision,63,0.5,11.95,E,10.83333333,16.28333333,10.31666667,18,7.883333333,10.81666667,10.81666667,10.81666667,1,10.81666667,12.55,16.96666667,11.31666667,7,10.96666667,9.633333333,12.48333333,9.666666667,10,7.416666667,0.5,2007,"Activision Publishing, Inc.",1,0,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
408,Spider-Man: Friend or Foe,Nintendo Wii,2,Action,Activision,59,0.13,17.95,T,11.11666667,17.51666667,9,17,7,17.15,20.88333333,16.4,6,12.96666667,6.9,8.416666667,6.816666667,4,5.4,8.35,10.58333333,8,7,6.833333333,0.13,2007,"Activision Deutschland GmbH, Activision Publishing, Inc.",1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
409,Spider-Man: Friend or Foe,X360,2,Action,Activision,60,0.27,17.95,E,11.11666667,17.51666667,9,17,7,17.15,20.88333333,16.4,6,12.96666667,6.9,8.416666667,6.816666667,4,5.4,8.35,10.58333333,8,7,6.833333333,0.27,2007,"Activision Deutschland GmbH, Activision Publishing, Inc., ATVI France SARL",1,0,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
410,Spider-Man: Web of Shadows,Nintendo DS,1,Action,Activision,77,0.09,15.95,E,12.56666667,16.78333333,12,24,9.383333333,19.63333333,20.45,19.63333333,2,18.81666667,13.15,14.41666667,12,11,12.26666667,10.7,12.91666667,11,11,8.666666667,0.09,2008,"Activision Publishing, Inc.",0,0,4,16,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
411,Spider-Man: Web of Shadows,PlayStation 3,1,Action,Activision,67,0.2,24.95,E,12.56666667,16.78333333,12,24,9.383333333,19.63333333,20.45,19.63333333,2,18.81666667,13.15,14.41666667,12,11,12.26666667,10.7,12.91666667,11,11,8.666666667,0.2,2008,"Activision Publishing, Inc.",1,0,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
412,Spider-Man: Web of Shadows,X360,1,Action,Activision,68,0.36,19.95,E,12.56666667,16.78333333,12,24,9.383333333,19.63333333,20.45,19.63333333,2,18.81666667,13.15,14.41666667,12,11,12.26666667,10.7,12.91666667,11,11,8.666666667,0.36,2008,"Activision Publishing, Inc.",1,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
413,SpongeBob Squarepants: Creature from the Krusty Krab,Nintendo Wii,1,"Action,Adventure",THQ,57,0.44,14.95,T,7.083333333,8.983333333,6.833333333,10,5.783333333,7.75,9.35,7.666666667,3,6.166666667,8,9,8,3,7.016666667,5.883333333,6.8,5.333333333,4,5.25,0.44,2006,THQ Inc.,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
414,Spyro: Shadow Legacy,Nintendo DS,1,Role-Playing (RPG),,50,0.15,17.95,E,4,5.116666667,4.5,4,2.633333333,6,6,6,1,6,5,5,5,1,5,2.516666667,3.25,2.516666667,2,1.766666667,0.15,2005,"Sierra Entertainment, Inc., Vivendi Universal Games, Inc.",1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
415,Star Ocean: First Departure,Sony PSP,1,"Action,Role-Playing (RPG)",SquareEnix,74,0.17,17.95,T,23.28333333,41.01666667,21.51666667,82,17.65,44.58333333,52.11666667,44.58333333,2,37.05,25.23333333,36.98333333,24.68333333,32,19.98333333,21.08333333,27.9,20.5,48,16.85,0.17,2008,"Square Enix, Inc.",0,1,4,16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
416,Star Trek Legacy,X360,2,"Action,Strategy",Ubisoft,64,0.14,24.95,E,9.033333333,10.1,9,5,7.5,9,9,9,1,9,8,8,8,1,8,9.4,10.7,11,3,8.1,0.14,2006,"Bethesda Softworks LLC, Ubisoft Entertainment SA",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
417,Star Wars: Battlefront II,Sony PSP,1,Action,,69,1.09,16.95,E,15.01666667,116,9,99,7.416666667,48.9,131.0666667,35.36666667,14,28.56666667,13.41666667,16.68333333,13.35,25,9.833333333,7.783333333,11.23333333,8,60,5.35,1.09,2005,LucasArts,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
418,Star Wars: Episode III - Revenge of the Sith,Nintendo DS,1,Action,Ubisoft,73,0.28,16.95,E,5.1,6.016666667,5,25,4.016666667,6.266666667,6.683333333,6.5,3,5.85,5.616666667,6.283333333,5.55,7,4.783333333,4.616666667,5.216666667,5,15,3.9,0.28,2005,"Ubisoft Entertainment SA, Ubisoft, Inc.",1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
419,Star Wars: The Force Unleashed,Nintendo Wii,2,Action,,71,1.01,14.95,E,6.133333333,22.9,5.5,212,3.9,12.06666667,17.35,11.33333333,8,8.35,8.133333333,23.78333333,7,42,5.283333333,5.333333333,7.583333333,5,162,3.583333333,1.01,2008,LucasArts,0,0,2,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
420,Star Wars: The Force Unleashed,PlayStation 3,1,Action,,71,0.92,17.95,E,6.133333333,22.9,5.5,212,3.9,12.06666667,17.35,11.33333333,8,8.35,8.133333333,23.78333333,7,42,5.283333333,5.333333333,7.583333333,5,162,3.583333333,0.92,2008,LucasArts,0,0,2,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
421,Star Wars: The Force Unleashed,X360,1,Action,,73,1.59,16.95,T,6.133333333,22.9,5.5,212,3.9,12.06666667,17.35,11.33333333,8,8.35,8.133333333,23.78333333,7,42,5.283333333,5.333333333,7.583333333,5,162,3.583333333,1.59,2008,LucasArts,0,0,3,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
422,Stuntman: Ignition,PlayStation 3,4,"Action,Racing / Driving",THQ,76,0.16,16.95,E,8.2,11.13333333,6.333333333,10,5.8,13.1,14.51666667,15,3,11.68333333,6.333333333,6.416666667,6.333333333,2,6.25,6.016666667,7.816666667,5.266666667,5,5,0.16,2007,"THQ Inc., THQ International Ltd.",1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
423,Stuntman: Ignition,X360,4,"Action,Racing / Driving",THQ,75,0.26,14.95,T,8.2,11.13333333,6.333333333,10,5.8,13.1,14.51666667,15,3,11.68333333,6.333333333,6.416666667,6.333333333,2,6.25,6.016666667,7.816666667,5.266666667,5,5,0.26,2007,"THQ Inc., THQ International Ltd.",1,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
424,Summon Night: Twin Age,Nintendo DS,1,Role-Playing (RPG),,73,0.06,24.95,E,15.33333333,19.58333333,15,10,13.08333333,24,24,24,1,24,15.28333333,16.66666667,14.98333333,4,14.05,13.63333333,14.78333333,15,5,12.65,0.06,2008,"Atlus U.S.A., Inc.",0,0,4,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
425,Super Mario 64 DS,Nintendo DS,1,Action,Nintendo,85,4.69,24.95,E,22.71666667,31.9,24.48333333,57,14.3,29.76666667,35.03333333,30,20,22.01666667,24.91666667,29.96666667,25,16,18.33333333,14.33333333,18.31666667,14.5,21,9.7,4.69,2004,"Nintendo Australia Pty., Ltd., Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
426,Super Mario Galaxy,Nintendo Wii,2,Action,Nintendo,97,4.94,39.95,E,24.83333333,51.56666667,20,289,13.36666667,44.3,62.68333333,45,61,28.1,26.51666667,43.33333333,26.85,88,18.33333333,15.28333333,25.4,15,140,9.733333333,4.94,2007,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH",1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
