,Name,Platform,Max_Players,Genre,Publisher,Review_Score,Used_Price,Age_Rating,Length_Average,Length_Leisure,Length_Median,Length_Polled,Length_Rushed,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,User_Count,Sequel,Online,Licensed,Handheld,Multiplatform,Third_Person
279,Harry Potter and the Order of the Phoenix,X360,1,Action,Electronic Arts,68,16.95,E10+,12.38333333,15.65,12.25,25,8.816666667,2007,0.24,0.03,0,0.02,0.29,6.8,20,1,0,1,0,1,1
280,Harvest Moon: Magical Melody,Wii,4,Simulation,Rising Star Games,69,23.95,E,32.96666667,40.83333333,30.36666667,12,27.81666667,2008,0.23,0.03,0,0.02,0.29,8.8,17,1,0,0,0,0,1
281,Harvest Moon: Tree of Tranquility,Wii,1,Simulation,Rising Star Games,65,34.95,E,53.38333333,77.96666667,38.5,6,30.46666667,2008,0.67,0.03,0.06,0.05,0.82,8.2,28,1,0,0,0,0,1
282,Harvey Birdman: Attorney at Law,PSP,1,Adventure,Capcom,62,14.95,T,4.133333333,5.566666667,4,11,3.616666667,2008,0.09,0,0,0.01,0.1,8,8,0,0,1,1,1,0
283,Harvey Birdman: Attorney at Law,Wii,1,Adventure,Capcom,60,14.95,T,4.133333333,5.566666667,4,11,3.616666667,2008,0.08,0,0,0.01,0.08,7.8,5,0,0,1,0,0,0
284,Haze,PS3,2,Shooter,Ubisoft,55,12.95,M,7.65,15.01666667,6.916666667,19,5.633333333,2008,0.49,0.33,0.02,0.15,0.99,6.5,294,0,1,0,0,0,0
285,Heatseeker,PSP,1,Action,Codemasters,49,12.95,T,9.75,9.75,9.75,1,9.75,2007,0.04,0,0,0,0.04,7.2,5,0,0,1,1,1,1
286,Heatseeker,Wii,1,Action,Codemasters,62,17.95,T,9.75,9.75,9.75,1,9.75,2007,0.08,0,0,0.01,0.1,6.2,32,0,0,1,0,1,1
287,Heavenly Sword,PS3,1,Action,Sony Computer Entertainment,79,24.95,T,7.133333333,11.03333333,7,101,6.016666667,2007,0.57,0.72,0.06,0.29,1.65,8.3,544,0,0,0,0,0,1
288,Heroes of Mana,DS,1,Strategy,Square Enix,66,24.95,E10+,27.01666667,32,27.01666667,2,22.01666667,2007,0.07,0.01,0.05,0.01,0.14,7.7,10,1,0,0,1,0,0
289,Hitman: Blood Money,X360,1,Action,Eidos Interactive,82,22.95,M,14.06666667,29.76666667,13,187,8.266666667,2006,0.29,0.06,0.01,0.03,0.39,8.7,102,1,0,0,0,1,1
290,Hot Pixel,PSP,1,Puzzle,Atari,55,8.95,T,0.716666667,0.85,0.716666667,2,0.583333333,2007,0.03,0,0,0,0.03,6.5,6,0,0,0,1,0,0
291,Hotel Dusk: Room 215,DS,1,Adventure,Nintendo,78,14.95,T,15.6,24.81666667,15,85,12.45,2007,0.26,0.04,0.22,0.03,0.54,8.6,102,0,0,0,1,0,1
292,Hour of Victory,X360,1,Shooter,Midway Games,37,12.95,T,6.133333333,7.2,6.15,4,5.066666667,2007,0.1,0.01,0,0.01,0.13,3,40,0,1,0,0,0,0
293,Ice Age 2: The Meltdown,Wii,1,Platform,Vivendi Games,66,17.95,E10+,9.25,11.93333333,8.5,4,6.933333333,2006,0.06,0.01,0,0.01,0.08,7.8,5,1,0,1,0,0,1
294,Indianapolis 500 Legends,DS,1,Racing,Destineer,51,16.95,E,14.5,14.5,14.5,1,14.5,2007,0.08,0,0,0.01,0.09,4.7,0,0,0,1,1,0,1
295,Infected,PSP,1,Shooter,THQ,74,17.95,M,6.666666667,7,6.666666667,2,6.333333333,2005,0.14,0,0,0.01,0.15,8.3,30,0,1,0,1,0,1
296,Infinite Undiscovery,X360,1,Role-Playing,Square Enix,68,17.95,T,34.83333333,90.2,26,49,20.7,2008,0.34,0.18,0.12,0.06,0.7,7,158,0,0,0,0,0,1
297,Innocent Life: A Futuristic Harvest Moon,PSP,1,Simulation,Rising Star Games,67,17.95,E,33.73333333,33.73333333,33.73333333,1,33.73333333,2006,0.08,0.03,0.03,0.02,0.16,7.8,23,1,0,0,1,0,1
298,Insecticide,DS,1,Action,Gamecock,55,12.95,E10+,3.566666667,4.3,3.683333333,14,2.8,2008,0.06,0,0,0,0.06,7,5,0,0,0,1,0,1
299,InuYasha: Secret of the Divine Jewel,DS,1,Role-Playing,Namco Bandai Games,46,24.95,E10+,9.566666667,9.566666667,9.566666667,1,9.566666667,2007,0.09,0,0,0.01,0.09,7.6,17,0,0,1,1,0,1
300,Iron Man,DS,1,Action,Sega,56,14.95,E10+,5.8,10.66666667,5,12,4.233333333,2008,0.35,0.12,0,0.05,0.51,7,4,0,0,0,1,1,1
301,Iron Man,PS3,1,Action,Sega,42,17.95,T,5.8,10.66666667,5,12,4.233333333,2008,0.32,0.25,0,0.11,0.68,6.2,45,0,0,1,0,1,1
302,Iron Man,PSP,1,Action,Sega,44,16.95,T,5.8,10.66666667,5,12,4.233333333,2008,0.46,0.09,0,0.09,0.63,6.5,16,0,0,1,1,1,1
303,Iron Man,Wii,1,Action,Sega,44,17.95,T,5.8,10.66666667,5,12,4.233333333,2008,0.3,0.22,0,0.06,0.59,7,8,0,0,1,0,1,1
304,Iron Man,X360,1,Action,Sega,45,17.95,T,5.8,10.66666667,5,12,4.233333333,2008,0.27,0.24,0,0.06,0.57,5.9,52,0,0,1,0,1,0
305,Izuna 2: The Unemployed Ninja Returns,DS,1,Role-Playing,Success,65,17.95,T,13.25,13.25,13.25,1,13.25,2008,0.05,0,0,0,0.06,7.9,13,1,0,0,1,0,0
306,Jeanne d'Arc,PSP,1,Role-Playing,Sony Computer Entertainment,87,19.95,T,39.48333333,61.2,37.01666667,44,27.61666667,2007,0.21,0,0.1,0.02,0.33,8.2,74,0,0,0,1,0,1
307,Juiced 2: Hot Import Nights,DS,1,Racing,THQ,72,13.95,T,16.45,18,15.6,8,15,2007,0.22,0,0,0.02,0.24,7.5,21,1,0,1,1,1,1
308,Juiced 2: Hot Import Nights,PS3,1,Racing,THQ,71,17.95,T,16.45,18,15.6,8,15,2007,0.18,0.04,0.01,0.03,0.25,6.4,5,1,0,0,0,1,1
309,Juiced 2: Hot Import Nights,PSP,1,Racing,THQ,73,16.95,T,16.45,18,15.6,8,15,2007,0.06,0.2,0,0.11,0.37,7.8,11,1,0,0,1,1,1
310,Juiced 2: Hot Import Nights,X360,2,Racing,THQ,68,14.95,T,16.45,18,15.6,8,15,2007,0.22,0.34,0,0.07,0.63,7.6,21,1,1,0,0,1,0
311,Just Cause,X360,1,Action,Eidos Interactive,73,16.95,M,14.61666667,31.15,10,88,8.016666667,2006,0.1,0.03,0.01,0.01,0.14,7.2,52,0,0,0,0,1,0
312,Justice League Heroes,DS,1,Role-Playing,Eidos Interactive,43,17.95,E10+,10.36666667,14.38333333,5,3,6.333333333,2006,0.08,0,0,0.01,0.09,5.7,7,0,0,1,1,1,1
313,Justice League Heroes,PSP,1,Role-Playing,Eidos Interactive,72,17.95,T,10.36666667,14.38333333,5,3,6.333333333,2006,0.2,0.01,0,0.02,0.22,7.8,5,0,0,1,1,1,1
314,Kameo: Elements of Power,X360,1,Action,Microsoft Game Studios,79,11.95,T,10.03333333,14.55,10.2,43,7.283333333,2005,0.28,0.03,0,0.03,0.34,8.1,107,0,1,0,0,0,0
315,Kane & Lynch: Dead Men,PS3,2,Shooter,Eidos Interactive,64,19.95,M,5.933333333,11.81666667,6,124,4.483333333,2007,0.29,0.32,0.01,0.13,0.75,5.7,75,0,1,0,0,1,1
316,Kane & Lynch: Dead Men,X360,2,Shooter,Eidos Interactive,65,14.95,M,5.933333333,11.81666667,6,124,4.483333333,2007,0.36,0.31,0.01,0.08,0.76,5.7,75,0,1,0,0,1,0
317,Killzone: Liberation,PSP,1,Shooter,Sony Computer Entertainment,77,16.95,T,8.3,11.06666667,8,26,6.866666667,2006,0.44,0.27,0,0.18,0.89,8.3,80,1,1,0,1,0,1
318,Kingdom of Paradise,PSP,2,Role-Playing,Sony Computer Entertainment,72,12.95,T,23,24.5,23,2,21.5,2005,0.14,0,0,0.01,0.15,7.5,19,0,1,0,1,0,1
319,Kingdom Under Fire: Circle of Doom,X360,1,Role-Playing,Microsoft Game Studios,55,14.95,M,107.8333333,240.7,55,6,44.7,2007,0.18,0.12,0.04,0.03,0.37,5.9,49,1,1,0,0,0,1
320,Kirby Super Star Ultra,DS,1,Platform,Nintendo,76,24.95,E,8.766666667,19.76666667,8.633333333,28,5.716666667,2008,1.55,0.04,1.19,0.15,2.92,8.8,76,1,0,0,1,0,1
321,Kirby: Canvas Curse,DS,1,Platform,Nintendo,86,17.95,E,7.4,14.26666667,5.666666667,40,4.583333333,2005,0.36,0,0.32,0.03,0.72,8.2,87,1,0,0,1,0,0
322,Knights in the Nightmare,DS,1,Role-Playing,Sting,76,29.95,T,27.11666667,32.98333333,28.85,8,23.63333333,2008,0.06,0,0.02,0,0.08,8.6,23,0,0,0,1,0,0
323,Kung Fu Panda,DS,1,Action,Activision,71,17.95,E10+,6.7,11.88333333,5,28,4.416666667,2008,0.56,0.56,0,0.14,1.25,7.1,43,0,0,1,1,1,1
324,Kung Fu Panda,PS3,1,Action,Activision,76,19.95,E10+,6.7,11.88333333,5,28,4.416666667,2008,0.21,0.21,0,0.09,0.51,7.3,18,0,0,1,0,1,1
325,Kung Fu Panda,Wii,4,Action,Activision,70,16.95,E10+,6.7,11.88333333,5,28,4.416666667,2008,0.5,0.32,0,0.09,0.91,6.7,7,0,0,1,0,1,1
326,Kung Fu Panda,X360,4,Action,Activision,75,9.95,E10+,6.7,11.88333333,5,28,4.416666667,2008,1.91,0.84,0,0.29,3.04,7.4,32,0,0,1,0,1,1
327,Lair,PS3,1,Action,Sony Computer Entertainment,53,19.95,T,9.283333333,11.31666667,10,10,7.566666667,2007,0.36,0.03,0.08,0.04,0.51,6.4,229,0,1,0,0,0,1
328,Left 4 Dead,X360,2,Shooter,Electronic Arts,89,19.95,M,14.08333333,105.2666667,7,232,6.483333333,2008,2.66,0.49,0.05,0.3,3.51,7.9,1309,0,1,0,0,0,0
329,Legendary,PS3,1,Shooter,Atari,50,19.95,M,5.85,9.366666667,5.633333333,57,4.866666667,2008,0.08,0.03,0,0.02,0.13,7.1,31,0,0,0,0,0,0
330,Legendary,X360,1,Shooter,Atari,47,17.95,M,5.85,9.366666667,5.633333333,57,4.866666667,2008,0.08,0.15,0,0.03,0.26,7.1,87,0,1,0,0,0,0
331,LEGO Batman: The Videogame,DS,1,Action,Warner Bros. Interactive Entertainment,72,17.95,E10+,17.33333333,33.08333333,15,121,10.33333333,2008,1.75,1.01,0,0.29,3.05,8,16,0,0,1,1,1,1
332,LEGO Batman: The Videogame,PS3,2,Action,Warner Bros. Interactive Entertainment,75,17.95,E10+,17.33333333,33.08333333,15,121,10.33333333,2008,0.72,0.39,0,0.19,1.29,7.7,33,0,0,1,0,1,1
333,LEGO Batman: The Videogame,PSP,1,Action,Warner Bros. Interactive Entertainment,73,17.95,E10+,17.33333333,33.08333333,15,121,10.33333333,2008,0.57,0.44,0,0.27,1.28,7.4,10,0,0,1,1,1,1
334,LEGO Batman: The Videogame,Wii,2,Action,Warner Bros. Interactive Entertainment,74,17.95,E10+,17.33333333,33.08333333,15,121,10.33333333,2008,1.8,0.97,0,0.29,3.06,7.9,22,0,0,1,0,1,1
335,LEGO Batman: The Videogame,X360,2,Action,Warner Bros. Interactive Entertainment,76,14.95,E10+,17.33333333,33.08333333,15,121,10.33333333,2008,2.04,1.02,0,0.32,3.38,7.9,75,0,0,1,0,1,1
336,LEGO Indiana Jones: The Original Adventures,PS3,2,Action,Activision,77,17.95,E10+,15.13333333,25.03333333,13.71666667,85,10.36666667,2008,0.44,0.42,0,0.17,1.03,7.7,30,0,0,1,0,1,1
337,LEGO Indiana Jones: The Original Adventures,PSP,1,Action,LucasArts,76,17.95,E10+,15.13333333,25.03333333,13.71666667,85,10.36666667,2008,0.4,0.48,0,0.29,1.17,7.6,11,0,0,1,1,1,1
338,LEGO Indiana Jones: The Original Adventures,Wii,2,Action,LucasArts,78,16.95,E10+,15.13333333,25.03333333,13.71666667,85,10.36666667,2008,1.51,0.61,0,0.21,2.34,6.6,28,0,0,1,0,1,1
339,LEGO Indiana Jones: The Original Adventures,X360,2,Action,Activision,77,9.95,E10+,15.13333333,25.03333333,13.71666667,85,10.36666667,2008,2.4,1.01,0,0.36,3.76,7.5,66,0,0,1,0,1,1
340,LEGO Star Wars II: The Original Trilogy,DS,1,Action,LucasArts,47,17.95,E,17.55,32.13333333,15,51,10.63333333,2006,0.96,0.03,0,0.08,1.07,5,38,1,0,1,1,1,1
341,LEGO Star Wars II: The Original Trilogy,PSP,2,Action,LucasArts,83,17.95,E10+,17.55,32.13333333,15,51,10.63333333,2006,0.58,0.5,0,0.32,1.4,8.6,26,1,1,1,1,1,1
342,LEGO Star Wars II: The Original Trilogy,X360,2,Action,LucasArts,81,14.95,E10+,17.55,32.13333333,15,51,10.63333333,2006,0.55,0.03,0,0.05,0.63,8,45,1,0,1,0,0,1
343,LEGO Star Wars: The Complete Saga,DS,1,Action,LucasArts,80,17.95,E,24.88333333,51.71666667,20,126,15.05,2007,2.83,1.48,0,0.45,4.76,5.4,46,1,0,1,1,1,1
344,LEGO Star Wars: The Complete Saga,PS3,2,Action,LucasArts,80,17.95,E10+,24.88333333,51.71666667,20,126,15.05,2007,1.02,0.9,0,0.36,2.29,6.7,87,1,1,1,0,1,1
345,LEGO Star Wars: The Complete Saga,Wii,2,Action,LucasArts,80,17.95,E10+,24.88333333,51.71666667,20,126,15.05,2007,3.57,1.55,0,0.51,5.64,8.9,62,1,0,1,0,1,1
346,LEGO Star Wars: The Complete Saga,X360,2,Action,LucasArts,80,17.95,E10+,24.88333333,51.71666667,20,126,15.05,2007,1.53,0.81,0,0.24,2.57,7.4,114,1,1,1,0,1,1
347,Lemmings,PSP,1,Puzzle,Sony Computer Entertainment,76,17.95,E,20.43333333,25.98333333,20.8,10,16.3,2006,0.12,0.51,0,0.23,0.86,7.9,14,0,0,1,1,0,0
348,LifeSigns: Surgical Unit,DS,1,Simulation,JoWood Productions,61,22.95,T,30.51666667,30.51666667,30.51666667,1,30.51666667,2005,0.01,0.01,0,0,0.01,7.8,5,0,0,0,1,0,0
349,Link's Crossbow Training,Wii,1,Shooter,Nintendo,68,14.95,T,2.1,3.516666667,2,26,1.4,2007,3.05,1.17,0.29,0.46,4.98,7.1,47,0,0,0,0,0,1
350,LittleBigPlanet,PS3,4,Platform,Sony Computer Entertainment,95,24.95,E,13.7,45.91666667,10,135,7.3,2008,2.8,1.98,0.17,0.87,5.82,6.8,5311,0,1,0,0,0,1
351,Lock's Quest,DS,1,Strategy,THQ,80,14.95,E,14.9,16.8,15,6,13.45,2008,0.08,0,0,0.01,0.09,8.7,27,0,0,0,1,0,1
352,LocoRoco 2,PSP,1,Platform,Sony Computer Entertainment,85,11.95,E,17.26666667,113.0333333,7.3,22,7.983333333,2008,0.21,0.09,0.01,0.04,0.35,8.4,44,1,1,0,1,0,1
353,LocoRoco,PSP,1,Platform,Sony Computer Entertainment,83,17.95,E,8.166666667,18.98333333,6,40,5.05,2006,0.14,0.04,0.16,0.03,0.38,8.7,89,0,1,0,1,0,1
354,Looney Tunes: Acme Arsenal,Wii,1,Action,Warner Bros. Interactive Entertainment,27,14.95,E10+,3.833333333,4.466666667,3.15,3,3.2,2007,0.21,0.01,0,0.02,0.23,5.1,14,0,0,1,0,1,1
355,Looney Tunes: Acme Arsenal,X360,4,Action,Warner Bros. Interactive Entertainment,40,17.95,E10+,3.833333333,4.466666667,3.15,3,3.2,2007,0.06,0.01,0,0.01,0.08,6.8,13,0,0,1,0,1,1
356,Looney Tunes: Cartoon Conductor,DS,1,Misc,Eidos Interactive,67,13.95,E,4.75,5.116666667,4.75,2,4.366666667,2008,0.04,0,0,0,0.04,6.7,0,0,0,1,1,0,0
357,Lost in Blue,DS,1,Adventure,Konami Digital Entertainment,69,24.95,E10+,24.15,26.81666667,25,5,22.03333333,2005,0.07,0.02,0.02,0.01,0.11,7.8,21,0,0,0,1,0,1
358,Lost Odyssey,X360,1,Role-Playing,Microsoft Game Studios,78,19.95,T,69.95,123.3333333,65.38333333,124,49.08333333,2007,0.45,0.26,0.11,0.08,0.9,8.3,432,0,0,0,0,0,1
359,Lost Planet: Extreme Condition,PS3,1,Shooter,Capcom,67,16.95,T,8.866666667,14.46666667,9,92,6.55,2008,0.31,0.17,0.07,0.08,0.64,7,36,0,1,0,0,1,1
360,Lost Planet: Extreme Condition,X360,1,Shooter,Capcom,79,12.95,T,8.866666667,14.46666667,9,92,6.55,2006,1.09,0.04,0.1,0.1,1.34,7.1,187,0,1,0,0,1,1
361,Lost: Via Domus,PS3,1,Action,Ubisoft,54,16.95,T,5.833333333,9.616666667,5.633333333,30,5.116666667,2008,0.19,0.22,0,0.09,0.5,6.9,28,0,0,1,0,1,1
362,Lost: Via Domus,X360,1,Action,Ubisoft,55,17.95,T,5.833333333,9.616666667,5.633333333,30,5.116666667,2008,0.18,0.34,0,0.07,0.58,6.4,58,0,0,1,0,1,1
363,Lumines: Puzzle Fusion,PSP,1,Puzzle,Ubisoft,89,14.95,E,10.1,11.01666667,10,5,9.516666667,2004,0.52,0.35,0,0.23,1.11,7.5,47,0,1,0,1,0,0
364,Luminous Arc,DS,1,Role-Playing,Rising Star Games,70,24.95,T,28.13333333,44.6,24.31666667,28,21.91666667,2007,0.16,0,0.06,0.01,0.24,7,24,0,1,0,1,0,0
365,Lunar Knights,DS,1,Role-Playing,Konami Digital Entertainment,82,16.95,E10+,18.55,32.25,15.25,13,13.11666667,2007,0.17,0.01,0.04,0.01,0.23,7.8,25,0,0,0,1,0,1
366,Lunar: Dragon Song,DS,1,Role-Playing,Rising Star Games,59,14.95,E10+,25.63333333,34.76666667,24.66666667,7,22.03333333,2005,0.11,0,0,0.01,0.12,6.2,17,0,0,0,1,0,1
367,Madagascar,DS,1,Platform,Activision,66,14.95,E10+,6.683333333,9.166666667,6,12,4.916666667,2005,0.25,0.03,0,0.02,0.3,7.7,14,0,0,1,1,1,1
368,Madagascar: Escape 2 Africa,DS,1,Action,Activision,55,17.95,E,6.5,6.75,6.5,2,6.25,2008,0.41,0.25,0,0.07,0.73,8,8,1,0,1,1,1,1
369,Madagascar: Escape 2 Africa,PS3,4,Action,Activision,58,24.95,E10+,6.5,6.75,6.5,2,6.25,2008,0.12,0.08,0,0.03,0.23,6.8,4,0,0,1,0,1,1
370,Madagascar: Escape 2 Africa,X360,4,Action,Activision,62,19.95,E10+,6.5,6.75,6.5,2,6.25,2008,0.12,0.1,0,0.03,0.25,8,8,0,0,1,0,1,1
371,Madden NFL 06,DS,1,Sports,Electronic Arts,66,9.95,E,3.75,5.366666667,3.75,2,2.116666667,2005,0.11,0,0,0.01,0.12,6.3,12,1,0,1,1,1,1
372,Madden NFL 06,PSP,1,Sports,Electronic Arts,75,7.95,E,3.75,5.366666667,3.75,2,2.116666667,2005,0.69,0,0,0.06,0.75,7.9,16,1,1,1,1,1,1
373,Madden NFL 06,X360,2,Sports,Electronic Arts,74,4.95,E,3.75,5.366666667,3.75,2,2.116666667,2005,0.54,0,0.01,0.03,0.59,4.9,44,1,1,1,0,1,1
374,Madden NFL 08,PS3,4,Sports,Electronic Arts,81,9.95,E,106,176.25,17,3,35.75,2007,0.89,0,0,0.08,0.97,5.3,33,1,1,1,0,1,1
375,Madden NFL 08,PSP,1,Sports,Electronic Arts,75,9.95,E,106,176.25,17,3,35.75,2007,0.6,0.04,0,0.07,0.71,6.8,8,1,0,1,1,1,1
376,Madden NFL 08,Wii,4,Sports,Electronic Arts,76,12.95,E,106,176.25,17,3,35.75,2007,0.8,0,0,0.07,0.87,6.8,27,1,0,1,0,1,1
377,Madden NFL 08,X360,4,Sports,Electronic Arts,85,9.95,E,106,176.25,17,3,35.75,2007,2.18,0.01,0,0.18,2.37,6.4,108,1,1,1,0,1,1
378,Madden NFL 09,PS3,4,Sports,Electronic Arts,85,14.95,E,15.88333333,22.6,14.51666667,4,9.85,2008,1.56,0.14,0,0.18,1.88,4.4,132,1,1,1,0,1,1
379,Madden NFL 09,PSP,4,Sports,Electronic Arts,68,14.95,E,15.88333333,22.6,14.51666667,4,9.85,2008,0.65,0,0,0.06,0.71,6.5,4,1,1,1,1,1,1
380,Madden NFL 09,X360,4,Sports,Electronic Arts,83,14.95,E,15.88333333,22.6,14.51666667,4,9.85,2008,2.21,0.12,0,0.2,2.53,7,125,1,1,1,0,1,1
381,Magnetica,DS,1,Puzzle,Nintendo,68,17.95,E,9.933333333,9.933333333,9.933333333,1,9.933333333,2006,0.08,0.01,0.03,0.01,0.14,8.1,11,0,0,0,1,0,0
382,Major League Baseball 2K6,PSP,1,Sports,Unknown,69,4.95,E,7.65,9.9,8,3,5.4,2006,0.11,0,0,0.01,0.12,6.6,0,1,0,1,1,1,1
383,Major League Baseball 2K6,X360,2,Sports,Spike,66,4.95,E,7.65,9.9,8,3,5.4,2006,0.34,0,0,0.03,0.37,3.9,37,1,0,1,0,1,1
384,Manhunt 2,PSP,1,Action,Take-Two Interactive,69,7.95,M,10.38333333,17.15,9.5,33,6.816666667,2007,0.04,0.17,0,0.09,0.31,8.1,38,1,0,0,1,1,1
385,Manhunt 2,Wii,1,Action,Take-Two Interactive,62,19.95,M,10.38333333,17.15,9.5,33,6.816666667,2007,0.25,0.23,0,0.06,0.53,7.1,46,1,0,0,0,1,1
386,Mario & Luigi: Partners in Time,DS,1,Role-Playing,Nintendo,86,29.95,E,19.66666667,30.31666667,18.65,96,14.38333333,2005,0.74,0.05,0.43,0.07,1.29,8.5,239,1,0,0,1,0,0
387,Mario & Sonic at the Olympic Games,DS,1,Sports,Sega,70,24.95,E,9.233333333,10.05,9,5,8.05,2008,1.63,2.45,0.44,0.57,5.09,7.5,79,0,1,1,1,1,1
388,Mario & Sonic at the Olympic Games,Wii,4,Sports,Sega,67,29.95,E,9.233333333,10.05,9,5,8.05,2007,2.57,3.86,0.66,0.91,7.99,7.5,79,0,0,1,0,1,1
389,Mario Hoops 3 on 3,DS,1,Sports,Nintendo,69,22.95,E,4.25,4.616666667,4.25,2,3.866666667,2006,0.98,0.04,0.49,0.09,1.6,8,37,0,0,0,1,0,1
390,Mario Kart DS,DS,1,Racing,Nintendo,91,29.95,E,10.41666667,22.36666667,9.083333333,91,5.616666667,2005,9.71,7.47,4.13,1.9,23.21,8.6,464,1,1,0,1,0,1
391,Mario Kart Wii,Wii,4,Racing,Nintendo,82,29.95,E,11.4,30.13333333,9.116666667,108,6.133333333,2008,15.68,12.76,3.79,3.29,35.52,8.3,709,1,1,0,0,0,1
392,Mario Party 8,Wii,4,Misc,Nintendo,62,39.95,E,6.2,9.933333333,5,16,4.3,2007,3.74,2.24,1.58,0.7,8.27,6.3,190,1,0,0,0,0,1
393,Mario Party DS,DS,1,Misc,Nintendo,72,27.95,E,8.033333333,13.71666667,6.866666667,10,5.216666667,2007,4.4,1.85,1.98,0.68,8.91,7.8,85,1,0,0,1,0,1
394,Mario Strikers Charged,Wii,4,Sports,Nintendo,79,29.95,E10+,11.98333333,15.23333333,12,9,8.983333333,2007,1.05,1.05,0.24,0.24,2.58,8,124,1,0,0,0,0,1
395,Mario vs. Donkey Kong 2: March of the Minis,DS,1,Puzzle,Nintendo,76,27.95,E,5.016666667,6.683333333,4.75,5,3.733333333,2006,0.73,0.03,0.36,0.07,1.19,7.9,17,1,0,0,1,0,0
396,Mass Effect,X360,1,Role-Playing,Microsoft Game Studios,91,17.95,M,28.06666667,113.2666667,25,2300,16.33333333,2007,1.83,0.79,0.03,0.27,2.91,8.7,1692,0,0,0,0,0,1
397,Master of Illusion,DS,1,Puzzle,Nintendo,69,14.95,E,4.1,4.516666667,4.1,2,3.666666667,2006,0.16,0,0.26,0.01,0.43,6.9,0,0,0,0,1,0,0
398,MechAssault: Phantom War,DS,1,Simulation,Majesco Entertainment,66,12.95,T,7.5,8.116666667,7,3,6.866666667,2006,0.03,0,0,0,0.03,4.5,4,1,0,1,1,0,1
399,Medal of Honor: Airborne,X360,2,Shooter,Electronic Arts,73,17.95,T,6.383333333,9.1,6,81,4.233333333,2007,0.45,0.52,0.01,0.12,1.1,6.7,77,1,1,0,0,1,0
400,Medal of Honor: Vanguard,Wii,1,Shooter,Electronic Arts,56,17.95,T,3.55,4.283333333,3.633333333,7,2.883333333,2007,0.06,0.03,0,0.01,0.09,7,24,1,0,0,0,1,0
401,Mega Man Maverick Hunter X,PSP,1,Platform,Capcom,79,17.95,E10+,6.766666667,14.11666667,5.683333333,18,3.466666667,2005,0.27,0.01,0,0.03,0.31,8.3,44,0,0,0,1,0,1
402,Mega Man Powered Up,PSP,1,Platform,Capcom,82,16.95,E,5.633333333,7.833333333,5.75,6,3.533333333,2006,0.12,0.01,0,0.02,0.14,7.5,36,0,0,0,1,0,0
403,Mega Man ZX Advent,DS,1,Platform,Capcom,78,17.95,E10+,12.88333333,23.98333333,10.93333333,18,8.383333333,2007,0.22,0,0.09,0.02,0.33,8.6,32,1,0,0,1,0,1
404,Mega Man ZX,DS,1,Platform,Capcom,76,19.95,E,11.26666667,16.05,10.96666667,22,8.05,2006,0.16,0,0.1,0.02,0.28,8.3,32,1,0,0,1,0,1
405,Mercenaries 2: World in Flames,PS3,1,Shooter,Electronic Arts,72,15.95,T,22.86666667,37.28333333,20.26666667,18,14.78333333,2008,0.29,0.39,0.02,0.16,0.87,7.1,73,1,1,0,0,1,1
406,Mercenaries 2: World in Flames,X360,1,Shooter,Electronic Arts,72,14.95,T,22.86666667,37.28333333,20.26666667,18,14.78333333,2008,0.65,0.3,0.01,0.1,1.06,7.2,152,1,0,0,0,1,1
407,Metal Gear Acid 2,PSP,1,Strategy,Konami Digital Entertainment,80,12.95,M,14.83333333,19.95,15,15,12.58333333,2005,0.11,0,0.05,0.01,0.18,8.1,30,0,1,0,1,0,1
408,Metal Gear Acid,PSP,1,Strategy,Konami Digital Entertainment,75,17.95,M,25.38333333,51.65,21.26666667,18,19.16666667,2004,0.32,0.26,0.12,0.17,0.87,7.8,41,0,1,0,1,0,1
409,Metal Gear Solid 4: Guns of the Patriots,PS3,1,Action,Konami Digital Entertainment,94,22.95,M,19.86666667,49.68333333,18.9,691,11.03333333,2008,2.63,1.71,0.83,0.82,5.99,8.7,3558,1,1,0,0,0,1
410,Metal Gear Solid: Digital Graphic Novel,PSP,1,Misc,Konami Digital Entertainment,78,17.95,M,3.183333333,3.4,3.033333333,4,3.05,2006,0.02,0,0.02,0,0.04,7.2,21,0,0,0,1,0,0
411,Metal Gear Solid: Portable Ops,PSP,1,Action,Konami Digital Entertainment,87,17.95,M,13.35,21.35,12.08333333,66,9.183333333,2006,0.38,0.35,0.38,0.08,1.18,8.2,147,0,1,0,1,0,1
412,Metal Slug 7,DS,1,Shooter,Ignition Entertainment,70,17.95,T,1.266666667,2.05,0.983333333,8,0.916666667,2008,0.12,0,0.01,0.01,0.14,7.4,13,1,0,0,1,0,1
413,Metal Slug Anthology,Wii,4,Shooter,Ignition Entertainment,73,16.95,T,7.483333333,11.11666667,7,15,5.283333333,2006,0.12,0.01,0,0.01,0.14,8,22,0,0,0,0,1,0
414,Meteos,DS,1,Puzzle,Nintendo,88,15.95,E,17.26666667,26.58333333,14.1,13,10.33333333,2005,0.15,0.01,0.06,0.01,0.23,7.5,164,0,0,0,1,0,0
415,Metroid Prime 3: Corruption,Wii,1,Shooter,Nintendo,90,19.95,T,15.98333333,26.96666667,15.55,114,11.9,2007,0.89,0.74,0.07,0.09,1.79,8.9,491,1,0,0,0,0,1
